EnergyScenario,50.0,62.5,75.0,87.5,100.0,112.5,125.0,137.5,150.0,162.5,175.0,187.5,200.0,212.5,225.0,237.5,250.0,262.5,275.0,287.5,300.0
All_0.0,145.45292887351442,145.45292887351465,145.45292887351454,145.45292887351442,145.45292887351462,145.45292887351474,145.45292887351457,145.45292887351448,145.45292887351454,145.4529288735147,145.45292887351457,145.45292887351448,145.4529288735149,145.4529288735149,145.4529288735146,145.45292887351474,145.45292887351485,145.4529288735148,145.45292887351465,145.45292887351457,145.4529288735148
All_0.25,153.45992449745768,151.5099836712795,149.5573034966963,147.6060997500695,145.64887160335903,143.6731180250469,141.70273439236755,139.72994362053666,137.76470729418196,135.81918888374142,133.85553857267612,131.89553107073408,129.93100323183128,127.97688878385426,126.0298854820648,124.08776978537502,122.14475067376043,120.18815796066839,118.25030490162585,116.31118462837497,114.36953561497315
All_0.5,161.7266942152621,157.78835183379817,153.82174462598186,149.83780857883428,145.8521200755932,141.82418223541185,137.80869829139968,133.81934663335178,129.79947293305574,125.8389980464247,121.86067119588752,117.89552887418152,113.94610726202706,109.94849789556126,105.93336311601568,101.9085275567234,97.77553993293965,93.6201615498632,89.46591108819818,85.39012818028868,81.3237571147907
All_0.75,170.28372196365157,164.27640707424257,158.24856334826393,152.17189856986406,146.06166135490216,139.89986955433622,133.78084265839607,127.67082088358218,121.57388857433085,115.52051810189752,109.39184455987984,103.20872372047188,96.85454407353305,90.50198399362685,84.23310272506725,78.08706773766949,71.97681269574754,65.97398445027478,60.12400212392118,54.58363884269088,49.31968823920049
All_1.0,179.20877513873626,171.01633074863207,162.83140687560993,154.59090789410814,146.27843465314584,137.90489598207964,129.56301925156757,121.28891773569639,113.0002695237222,104.58719655454559,95.93652628073822,87.31889008185823,78.89626821170924,70.68936212607309,62.58465181126148,55.054759437778195,48.0750738756143,42.04508485288883,37.01559924245753,33.05675379095121,29.771790439412232
All_1.25,188.50300743748753,178.06186016185407,167.59368231658905,157.1058725758716,146.51375855511083,135.8397868657401,125.2149397765266,114.64733544786156,103.81169816729387,92.749209066269,81.90415369173962,71.38881126452006,61.29074777275989,52.004765439152614,44.00686114269868,37.70956749074394,32.99124722803727,28.894356038404087,25.44934408710529,22.41210472090313,19.721415767892374
All_1.5,198.21767843829548,185.38677919605712,172.5657769212964,159.73082578966037,146.75389861777242,133.66907613873624,120.69650884824442,107.56717118224825,93.96575368933561,80.70225679845413,67.93719678809097,56.26951661218217,46.122376094259934,38.558514688045186,33.00308954678411,28.197597332511556,24.286402448809067,20.8781062193048,18.044044958504266,15.729667881205428,13.718354357592425
All_1.75,208.3442049366035,193.04014977206953,177.7433181164675,162.43924286705357,146.9948697394096,131.42883055754515,115.95764001413148,99.84625620371203,83.94204495711129,68.73470630284646,55.10002019000621,44.15627785299299,36.55789847627957,30.59282876083346,25.702053899407375,21.636987238066368,18.295653636308245,15.690257298498672,13.422545200804255,11.451192603577024,9.73756596346079
All_2.0,218.9106387593532,201.02388665312878,183.15839339907654,165.263744483203,147.2516157284042,129.10933594124793,110.85086270818621,91.95726097844305,73.87063219424262,57.730932035622835,45.13542766360682,36.65472984533735,30.000024090843745,24.740449576771283,20.398410311888313,17.088405366626564,14.388259801790626,12.063478118053562,10.071044558072389,8.479876722367363,7.192678244928875
