Category,Region,2020,2025,2030,2035,2040,2045,2050
1.5°C+2°C,R5ASIA,10.2276,16.633237280331333,25.35640799822845,37.956546526394526,50.71852021879103,63.20556037353671,73.48564092208709
1.5°C+2°C,R5LAM,3.682657808065415,4.959968425139651,6.056648471555237,7.9001421353099985,9.9342,12.1062,15.2391
1.5°C+2°C,R5MAF,0.9308381534175999,1.777399999999999,2.8864,5.451421439647675,9.396413040145745,14.556689023971554,22.288177709538864
1.5°C+2°C,R5OECD90+EU,11.367444312353967,16.0532,20.94938588142395,27.4813,35.00846513507678,42.39107730612499,50.30184167663183
1.5°C+2°C,R5REF,1.0454340465366843,1.41564390606055,1.9816,3.0595300501000002,4.285260057117851,5.5966,7.225020132356408
