Model_Scenario,Category,Demand_GrowthRate,Demand_Growth,Renewables_GrowthRate,Renewables_Growth,TFC_GrowthRate,TFC_Growth,shares_2024_2050
REMIND 2.1_CEMICS_opt_1p5,C1,3.91259135637938,43352.625700000004,6.435710714055443,49510.804992,3.570033934578376,37490.63790000001,1.1420485885817981
REMIND 2.1_CEMICS_opt_2C,C3,3.569692471761643,39610.00673466667,6.5875990019475195,49236.07746000001,3.1350283415098046,32630.126868000003,1.2430211837583103
REMIND 2.1_LeastTotalCost_CBA_brkLR15_SSP2_P50,C3,3.476813454287764,36307.652136000004,6.034233013260493,43106.509356,3.1156897379988724,30806.942135999998,1.1872568679057809
REMIND 2.1_LeastTotalCost_CBA_brkSR15_SSP2_P50,C3,3.115124911424849,32009.449035999998,5.847756101346557,38535.204792000004,2.7792912934774483,27192.347436,1.2038696682551673
REMIND 2.1_LeastTotalCost_CEA_brkLR15_SSP2_P50,C3,3.103265047918935,32182.230172000003,6.024394739124617,40451.608092,2.7450073277817566,27029.034372,1.2569547814369537
REMIND 2.1_LeastTotalCost_CEA_brkSR15_SSP2_P50,C3,3.142800746533303,32738.400242666674,6.059833847928986,40882.031412,2.784818818377688,27543.84777600001,1.248748598250688
REMIND 2.1_LeastTotalCost_LTC_brkLR15_SSP1_P50,C1,3.034692151674645,29132.458089333333,5.6462779504139915,37672.563564,2.6151951815785113,23587.447955999996,1.2931474387941733
REMIND 2.1_LeastTotalCost_LTC_brkLR15_SSP2_P50,C3,3.4720300419956107,36233.162102666676,6.029401545244761,43039.731792,3.1110377416053048,30740.964636000004,1.1878546970327046
REMIND 2.1_LeastTotalCost_LTC_brkLR15_SSP5_P50,C3,3.9298447807596393,44751.070032,6.436481302521613,47578.65043200001,3.6952477495397984,40582.53523200001,1.0631846433611107
REMIND 2.1_LeastTotalCost_LTC_brkSR15_SSP1_P50,C2,2.6569826416781295,25011.111675999997,5.527771290134553,34334.49654,2.2647726031672644,20158.395876,1.3727697107100791
REMIND 2.1_LeastTotalCost_LTC_brkSR15_SSP2_P50,C3,3.2149945205519392,33316.28798133333,5.995897485349966,40729.213632,2.8601262668340954,28138.684247999994,1.222501548036205
REMIND 2.1_LeastTotalCost_LTC_brkSR15_SSP5_P50,C3,3.8766058131201264,44555.69070133334,6.524521787462723,48102.142308,3.6360152315865424,40286.71156800001,1.0795959292930573
REMIND 2.1_R2p1_SSP1-PkBudg1100,C2,3.6781618437634833,39961.685178666674,6.295818644549267,49651.449576,3.1965396524105127,32269.814712000007,1.2424763709040516
REMIND 2.1_R2p1_SSP1-PkBudg1300,C2,3.319299673853493,34833.974844,6.124351664248184,45413.68836,2.860328031147885,28036.403844,1.3037182395457323
REMIND 2.1_R2p1_SSP1-PkBudg900,C1,4.202059005471126,47987.13164133333,6.538322376956773,56052.644964,3.5497112631691197,36656.504508000005,1.1680765873432515
REMIND 2.1_R2p1_SSP2-PkBudg1100,C3,4.01835890949096,47028.95754266667,6.695613544118717,56541.061812,3.6075237523404136,39607.451676,1.202260580849651
REMIND 2.1_R2p1_SSP2-PkBudg1300,C3,3.8054588994987926,43584.92839333335,6.601779937763963,53565.16264800001,3.3949401666562684,36526.44966,1.2289836102195641
REMIND 2.1_R2p1_SSP2-PkBudg900,C1,4.429663636318049,53691.585285333334,6.823638636904983,61598.499707999996,3.9157475344788084,43752.89995199999,1.147265430525974
REMIND 2.1_R2p1_SSP5-PkBudg1100,C2,4.664481809561338,59924.83877600001,7.165691905580873,64803.61165200002,4.3572749810069755,53299.519176000016,1.081414868619621
REMIND 2.1_R2p1_SSP5-PkBudg1300,C3,4.414384590499187,55387.071806666674,7.021057161224831,60606.93705600001,4.107288563741629,49124.56854000001,1.0942433871130384
REMIND 2.1_R2p1_SSP5-PkBudg900,C1,5.003131031022745,65852.10711466665,7.206552851705528,68915.81837999998,4.697917671484975,58742.243447999994,1.0465241189624892
REMIND 2.1_TechCost-SSP2-B1100-bioH,C3,3.7981687812596254,43163.94137866666,6.508594798116496,51176.69936400001,3.3888068804146076,36179.571912,1.1856354570366823
REMIND 2.1_TechCost-SSP2-B1100-ccsH,C3,3.8208255883644293,43543.57734266666,6.5288412700187815,51628.618848,3.4155732172912234,36582.765276000006,1.185677015962837
REMIND 2.1_TechCost-SSP2-B1100-coalH,C3,3.878718270012227,44529.672090666674,6.6145519321205715,52818.98629200001,3.4649781688037784,37333.842024,1.1861525992029651
REMIND 2.1_TechCost-SSP2-B1100-elh2H,C3,4.046349715525155,48002.95988133333,6.79074823673389,56161.04808000001,3.6224206831406036,40259.79274799999,1.1699496909947646
REMIND 2.1_TechCost-SSP2-B1100-gasH,C3,3.871397416923239,44231.57350133335,6.576473198277322,52392.924432,3.4576096906316023,37082.566368,1.1845141441875369
REMIND 2.1_TechCost-SSP2-B1100-nucH,C3,3.8719561683617343,44370.311557333334,6.117497308490627,45063.94371600001,3.556020997116627,38777.846424,1.0156327989216483
REMIND 2.1_TechCost-SSP2-B1100-oilH,C3,3.825833203501916,43330.920608,6.485758332580072,51460.89431999999,3.4228255962488685,36426.34720800001,1.1876252246184447
REMIND 2.1_TechCost-SSP2-B1100-spvH,C3,4.086274111706878,48459.49382133335,6.629534803313453,56195.684184000005,3.645282723395682,40309.046688,1.1596424096213103
REMIND 2.1_TechCost-SSP2-B1100-windH,C3,4.25143520673561,51577.13660933335,6.807003068418749,60062.13236400001,3.8142001966703587,43173.014676,1.164510795140404
REMIND-Buildings 2.0_BEG-Budg600,C2,4.2554404191422535,49934.478841333344,7.26948865994248,57944.67409200001,3.8356094734466106,42207.781908,1.1604141153874667
REMIND-Buildings 2.0_BEG-Budg600-EG,C2,4.007045859618685,43396.230136000006,6.8815273317194725,50749.53741600001,3.602817660218549,36684.078936,1.1694457619234522
REMIND-MAgPIE 1.7-3.0_CD-LINKS_INDC2030i_1000,C2,3.3334921941205353,39042.88814533334,7.206273243102923,53506.274604,3.3322705754083026,39021.604812,1.3704486820961634
REMIND-MAgPIE 1.7-3.0_CD-LINKS_INDC2030i_1600,C4,3.1809275806488735,36478.04608533335,6.8628244931213,48384.642684000006,3.1776372519227047,36423.424752,1.3264044507979806
REMIND-MAgPIE 1.7-3.0_CD-LINKS_INDC2030i_400,C2,3.6591888025293784,44845.44050533334,7.653492793709682,60820.554144,3.6406816539503284,44502.93217200001,1.3562260390053875
REMIND-MAgPIE 1.7-3.0_CD-LINKS_NDC2030i_1000,C3,3.3322705754083026,39021.604812,7.206273243102923,53506.274604,3.3322705754083026,39021.604812,1.3711961581740393
REMIND-MAgPIE 1.7-3.0_CD-LINKS_NPi2020_1000,C2,3.7248188631702206,43799.39038133333,7.048770873142707,55235.10734400001,3.7228333607078223,43762.71184799999,1.2610930623258267
REMIND-MAgPIE 1.7-3.0_CD-LINKS_NPi2020_1600,C4,3.4228428078606044,39867.955706666675,6.86169378543986,50995.59043200001,3.419227203508335,39805.07304,1.2791122476207775
REMIND-MAgPIE 1.7-3.0_CD-LINKS_NPi2020_400,C1,4.112350622046024,50591.37655333334,7.456917297193377,64365.52105200001,4.094698997995283,50248.15842,1.2722626944958888
REMIND-MAgPIE 1.7-3.0_CO_2Deg2020,C2,3.540721577843353,41973.21027466666,6.708326321364666,52528.874196000004,3.538056976141579,41924.009208,1.25148574179241
REMIND-MAgPIE 1.7-3.0_CO_2Deg2030,C2,3.1873235083364815,37373.369344,7.1013195658649275,51351.907824,3.1848560256809044,37331.452944000004,1.3740240370445527
REMIND-MAgPIE 1.7-3.0_CO_Bridge,C2,3.379056539648384,39624.71734,6.783726221923625,50677.40386800001,3.3732822663632422,39524.356139999996,1.2789341418681273
REMIND-MAgPIE 1.7-3.0_EMF33_1.5C_cost100,C2,3.8333868615524125,44448.50004,6.734896849333039,53266.24984800001,3.8333868615524125,44448.50004,1.1983812682107329
REMIND-MAgPIE 1.7-3.0_EMF33_1.5C_full,C2,3.6009405125571936,40753.41556800001,6.5449276627482345,49742.91244800001,3.6009405125571936,40753.41556800001,1.2205826617158106
REMIND-MAgPIE 1.7-3.0_EMF33_1.5C_nofuel,C1,3.822503580377612,44158.649076,6.730952382659727,52395.746880000006,3.822503580377612,44158.649076,1.1865341892552783
REMIND-MAgPIE 1.7-3.0_EMF33_Med2C_cost100,C4,3.045193978559735,34745.823888,6.020169776294293,40898.832755999996,3.045193978559735,34745.823888,1.177086284896673
REMIND-MAgPIE 1.7-3.0_EMF33_Med2C_limbio,C3,3.3201011820404913,38458.354200000016,6.225197231150292,44478.71356800001,3.3201011820404913,38458.354200000016,1.1565423038305676
REMIND-MAgPIE 1.7-3.0_EMF33_Med2C_nobeccs,C4,3.420136555892639,39502.12102800001,6.26411070619175,45398.54270400001,3.420136555892639,39502.12102800001,1.1492684828700839
REMIND-MAgPIE 1.7-3.0_EMF33_Med2C_nofuel,C4,2.9977612169867385,33965.428128,5.837777729518967,38239.425576,2.9977612169867385,33965.428128,1.1258337575458575
REMIND-MAgPIE 1.7-3.0_EMF33_Med2C_none,C4,3.6343738320570917,42078.010416000005,6.325271344185901,46758.234804,3.6343738320570917,42078.010416000005,1.1112273213901853
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_cost100,C3,3.365821866434726,38665.209636000014,6.383400618191404,47228.950236000004,3.365821866434726,38665.209636000014,1.2214843959368205
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_full,C3,3.254132681285604,37290.6219,6.289388779997895,45423.6336,3.254132681285604,37290.6219,1.2180980441090472
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_limbio,C3,3.6341472734402247,40906.911179999996,6.301384245840369,45720.724032,3.6341472734402247,40906.911179999996,1.1176772509373318
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_nobeccs,C3,3.749803465330781,42586.512204,6.090388377987743,43848.235356,3.749803465330781,42586.512204,1.029627294810057
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_nofuel,C3,3.453883717717132,40240.018943999996,6.5174226188355,49242.66132,3.453883717717132,40240.018943999996,1.2237236117738544
REMIND-MAgPIE 1.7-3.0_EMF33_WB2C_none,C3,4.331920092319619,53594.909472,7.273857501018233,65685.98223600003,4.331920092319619,53594.909472,1.2256011416591133
REMIND-MAgPIE 1.7-3.0_EMF33_tax_hi_full,C3,3.2019817565684505,36978.03578400001,6.853536709040364,48025.48062,3.2019817565684505,36978.03578400001,1.2987569404857384
REMIND-MAgPIE 1.7-3.0_EMF33_tax_hi_none,C4,3.238648056538418,37661.59602000001,6.677311027647637,45559.877832,3.238648056538418,37661.59602000001,1.2097171295609894
REMIND-MAgPIE 1.7-3.0_PEP_1p5C_full_NDC,C2,3.4492266890876255,41938.86101066667,7.475335416688278,57207.62624400001,3.4227474394543655,41463.727944,1.3640720054235593
REMIND-MAgPIE 1.7-3.0_PEP_1p5C_full_eff,C1,3.8595752464814614,46819.97686799999,6.921507692994644,57806.029668,3.835981430006119,46377.33766799999,1.2346445584749668
REMIND-MAgPIE 1.7-3.0_PEP_1p5C_full_goodpractice,C2,3.5524101416746667,42820.36410266666,7.2120529759232666,56318.94404400001,3.526063437626048,42346.059636,1.3152373928668375
REMIND-MAgPIE 1.7-3.0_PEP_1p5C_full_netzero,C2,3.587840120105401,43005.03170533334,7.010470708529248,54876.506436,3.555757705222895,42427.48837200001,1.276048505486729
REMIND-MAgPIE 1.7-3.0_PEP_1p5C_red_eff,C1,4.535146453984917,57867.34846533333,7.325153618615632,67965.514584,4.371844140208636,54496.84273200001,1.174505422945311
REMIND-MAgPIE 1.7-3.0_PEP_2C_full_NDC,C2,3.1873235083364815,37373.369344,7.1013195658649275,51351.907824,3.1848560256809044,37331.452944000004,1.3740240370445527
REMIND-MAgPIE 1.7-3.0_PEP_2C_full_eff,C2,3.540721577843353,41973.21027466666,6.708326321364666,52528.874196000004,3.538056976141579,41924.009208,1.25148574179241
REMIND-MAgPIE 1.7-3.0_PEP_2C_full_goodpractice,C2,3.2944596905938983,38313.033482666666,6.810832419840995,50065.082664,3.2916355158674193,38264.372016,1.3067376324208346
REMIND-MAgPIE 1.7-3.0_PEP_2C_full_netzero,C2,3.3663512487519975,39125.656652000005,6.647008206585792,49267.224396000005,3.3544747976612443,38920.985652,1.2592050488558788
REMIND-MAgPIE 1.7-3.0_PEP_2C_red_NDC,C2,3.5798832368856726,44326.84989733334,7.623564583496223,59673.129024,3.4707221743915495,42326.26916400001,1.3462073023959655
REMIND-MAgPIE 1.7-3.0_PEP_2C_red_eff,C1,3.8589829104173967,46710.29923466669,6.93364059176802,57278.504136,3.826863064732411,46110.78856800002,1.2262499935665148
REMIND-MAgPIE 1.7-3.0_PEP_2C_red_goodpractice,C2,3.687180573597182,45289.37434266666,7.3661641550063495,58881.093444000006,3.593846946712276,43569.990876,1.3001083432616274
REMIND-MAgPIE 1.7-3.0_PEP_2C_red_netzero,C2,3.7135246858349014,45300.42126533334,7.181878217216031,57691.814976,3.6108048886231314,43416.51193200001,1.27353815625881
REMIND-MAgPIE 1.7-3.0_SMP_2C_lifesty,C1,3.3247130075815035,37088.225168000004,6.275591309792761,46670.661132,3.3221109912703772,37044.785568,1.2583686849557794
REMIND-MAgPIE 2.0-4.1_Diff_1300Gt_hybrid_def,C3,3.5177157263245995,39960.83356666667,6.41863000824856,47959.180872,3.147380809421274,33792.2865,1.2001546662431275
REMIND-MAgPIE 2.0-4.1_Diff_1300Gt_no-transfer_def,C3,3.7349617421203574,43314.15874800001,6.287791446069413,48196.794324,3.261840272479777,35089.37914800001,1.1127260858142707
REMIND-MAgPIE 2.0-4.1_Diff_1300Gt_uniform-pricing_def,C3,3.4896273930673294,39580.16477066667,6.510270033584997,48717.447084,3.1079937374926203,33294.79670399999,1.2308550852750637
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP1-1p5C-fullCDR,C1,3.7903642695706674,40684.27587333333,6.51259378142095,50652.557436,3.2589669343142003,32276.27634,1.245015582769667
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP1-1p5C-minCDR,C1,4.526380701087773,52972.639633333325,6.999063960229868,60676.764864,3.6709355557235535,37748.1585,1.145435932284915
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP2-1p5C-fullCDR,C1,4.102495775648518,47372.84019066666,6.808714422416262,55990.284419999996,3.678801166681578,39779.454324000006,1.1819068519989462
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP2-1p5C-minCDR,C1,4.970815443666665,63185.765456,7.22196591301707,67426.17699600002,4.119224145597555,45909.372456,1.0671102345504206
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP2-2C-fullCDR,C3,3.4536854300549535,37393.20261333333,6.486511450631727,47323.963392000005,3.0305251909917175,30840.411480000006,1.2655766311689403
REMIND-MAgPIE 2.1-4.2_CEMICS_SSP2-2C-minCDR,C3,4.014637323618753,46379.723848,6.85412986678422,55040.54733599999,3.5463301751295973,38182.26544799999,1.186737280204256
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000,C3,3.9218208988526904,45691.198392000006,6.815217232881299,56269.451195999995,3.4963592393333576,38197.399992,1.2315162039140588
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000_COV,C3,3.632899031944725,38191.428381333346,6.37061975537887,47685.297852,3.226356870709468,31912.319448000002,1.2485863942000905
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000_COV_NDCp,C3,3.6413312233857242,38273.50680266667,6.310977442656762,47573.833380000004,3.24043666142404,32032.317935999996,1.242996457713808
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000_NDCp,C3,3.9287451798327044,45716.97502799999,6.736848226994563,56053.550592,3.5095408899336045,38273.133828000005,1.2260992893267595
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f,C3,3.900651959571655,45309.38971866667,6.793106297831497,55901.03283600001,3.475693032082061,37862.567652,1.2337626523574599
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f_COV,C3,3.603214477811245,37722.651908,6.338292155282388,47215.649172000005,3.198362721539838,31513.315307999997,1.2516524365029273
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f_COV_NDCp,C3,3.6038566769340585,37681.86152933334,6.269056893508829,46964.34018000001,3.2049175074970515,31526.082996,1.246338112660404
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1000f_NDCp,C3,3.898794477415035,45177.620474666684,6.70540023118571,55529.536452,3.480523892739673,37803.679608000006,1.2291381411541615
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1200,C3,3.7259396827539426,42231.436032,6.587281473290307,52561.543476,3.3103237346749026,35242.663632,1.244607060867468
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1200f,C3,3.7218034006803347,42160.12420533334,6.583655845027314,52504.149996,3.306077993405543,35176.76947200001,1.2453509325610126
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1400,C4,3.5729316436177605,39640.272125333344,6.37513275344872,49284.08685600001,3.1740895318354,33161.719392,1.2432832625410632
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_1400f,C4,3.5729316436177605,39640.272125333344,6.37513275344872,49284.08685600001,3.1740895318354,33161.719392,1.2432832625410632
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_300f,C2,4.377869826287184,54406.22577866666,7.27145268126026,64312.233456,3.7458022194422513,42373.400712,1.1820748918999195
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_400f,C2,4.302377789513723,52896.93141866666,7.20279311895764,63046.437756,3.7211505497949826,41949.422351999994,1.1918732536109213
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_500f,C2,4.212561366298284,51136.469058666655,7.1188492139533155,61526.14947599999,3.6854177819073186,41339.317992,1.2031755537405937
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600_COV,C2,4.230705631746878,48381.55575466667,6.976756915309346,57183.91879200001,3.4997716334719264,35954.809488,1.181936337102684
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600_COV_NDCp,C2,4.212023414327026,47975.64443600002,6.893796440723898,56699.396700000005,3.5122018892357776,36053.05623599999,1.1818371043590161
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f,C2,4.129245813574789,49536.99486533333,7.039309196775867,60112.841975999996,3.6512284207256496,40760.466132,1.2134939178167183
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f_COV,C2,3.891689027260181,42423.494461333335,6.672782171840286,52251.82981200001,3.4643813081852937,35416.377528,1.231671989199868
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f_COV_NDCp,C2,3.8874442897842254,42294.80288266667,6.598532417519709,51920.48664,3.46615186961019,35353.028016,1.2275854975382365
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_600f_NDCp,C2,4.133489978986793,49509.91049466667,6.95750387498788,59840.82577200001,3.6622456620207577,40798.61362800001,1.2086635821821212
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_700,C3,4.514757518137769,57213.56177866667,7.397530462075674,66689.979216,3.7697287237132615,42787.322711999994,1.1656323630749175
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_700f,C3,4.07077468193513,48433.430518666675,6.980658718901722,59087.39883599999,3.620874521874118,40250.536452,1.2199713752100871
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_800,C3,4.367213066344755,54191.50939199999,7.268810460150221,64263.14619599999,3.7781679961481407,42933.889992,1.1858526717007594
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_800f,C3,4.018768740218093,47464.82787866666,6.92850961096052,58187.35461600001,3.5807855751299966,39582.76081200001,1.225904679666028
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_900,C3,4.08800191832932,48756.962798666675,6.9956563222577595,59348.280816,3.6384729970833085,40545.726731999996,1.2172267797128447
REMIND-MAgPIE 2.1-4.2_EN_INDCi2030_900f,C3,3.9625108125460384,46430.575352,6.862463416081588,57063.098016,3.5338709680068803,38809.448952,1.228998296561966
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000,C3,3.901020109736897,45006.350461333335,6.579227487587835,54734.150603999995,3.4885010350551138,37755.731328,1.2161428341323561
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000_COV,C3,3.642303990809359,38039.301102666665,6.234663895647996,47067.398424,3.240186153251745,31832.163035999994,1.2373360461320473
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f,C3,3.874207545860231,44448.23538,6.553150650650608,54213.997884,3.4623702533634226,37279.12098,1.2197109158667347
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1000f_COV,C3,3.6327293562538054,37816.674970666674,6.283727665664762,47007.054707999996,3.229153975860899,31638.830904000002,1.243024532020915
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200,C3,3.712808026329162,41981.64132000001,6.5201394998571915,52220.54397600001,3.2982550950319434,35029.85772000001,1.243890003679351
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1200f,C3,3.713483950381935,41864.34744933335,6.5740458965587,52244.018076,3.297755954364412,34940.911715999995,1.2479358035910801
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400,C4,3.5624696537294165,39576.308000000005,6.410377868976225,49363.054284000005,3.1608377451557867,33080.424,1.2472880058443045
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1400f,C4,3.5624696537294165,39576.308000000005,6.410377868976225,49363.054284000005,3.1608377451557867,33080.424,1.2472880058443045
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600,C4,3.4413741450698865,37743.80243600001,6.269835370533183,46762.607376,3.0585778375739947,31694.929836000007,1.2389479691478529
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_1600f,C4,3.4413741450698865,37743.80243600001,6.269835370533183,46762.607376,3.0585778375739947,31694.929836000007,1.2389479691478529
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_200f,C1,4.5771139362690505,56073.89784800001,6.701667996730709,62819.930748,4.006036509544275,44734.734048,1.1203061167298647
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_300f,C1,4.458147886920072,53918.252446666665,6.646216856921128,61220.53613999999,3.949013747944252,43954.65498000001,1.1354324994222762
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400,C1,5.243898344685927,68691.75418533334,6.744381806194877,70386.71382,4.236175225851935,46910.791452000005,1.024674863158882
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_400f,C1,4.341681595343672,51913.65501866669,6.61465123472984,59802.78384000002,3.8812408420889843,43041.17635200001,1.1519663529469581
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500,C1,4.844296465423459,60676.001632,6.67438961247111,65270.237868,4.157735975850296,46516.34323200001,1.0757175178394918
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_500f,C2,4.26019007171865,50532.68270266667,6.593270899733938,58827.511379999996,3.8318128174565036,42370.783836,1.1641477996753098
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600,C1,4.530523504463102,55038.29784133332,6.630016885284662,61825.640100000004,4.020278850838377,44889.38530800001,1.1233203519162878
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600_COV,C1,4.155852321428344,45055.87054933333,6.248379642902502,52101.13998000001,3.7589124111435446,38129.639016,1.1563674021779815
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f,C2,4.185707958936469,49326.06752266667,6.591618092924145,58027.23625199999,3.772095649556717,41557.35765600001,1.1764010221438166
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_600f_COV,C1,3.9732204963653706,42564.646142666665,6.271518403491072,50469.93171600001,3.5763595418032423,35938.269276000006,1.1857242169202273
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700,C3,4.2506246631434985,50409.41204666668,6.59517461761765,58759.03923600001,3.829488972907358,42384.25158,1.1656362740673039
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_700f,C3,4.114991427133163,48174.50904666667,6.575802960885313,57108.962796,3.7055610788069737,40609.38738000001,1.1854601930800897
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800,C3,4.09197760176474,47893.40672400001,6.582602798889137,56959.08969600001,3.6832378077352512,40369.779324,1.1892887474938605
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_800f,C3,4.053159769724091,47286.468276,6.572623190819682,56442.77617199999,3.644662076195071,39834.414275999996,1.1936348437476187
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900,C3,3.9684537700201528,45987.04891866665,6.572588189528972,55483.00495200001,3.5576517989293954,38649.297252000004,1.2064919636423732
REMIND-MAgPIE 2.1-4.2_EN_NPi2020_900f,C3,3.9611980466482066,45819.74418266667,6.559474694808709,55289.21167200001,3.5513716028977127,38515.086515999996,1.2066678384667975
REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C,C3,2.7802823564285983,27371.531522666668,5.728072517894223,38435.474592,2.4060774952150865,22401.936456000003,1.4042135187127238
REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-95th,C3,2.6978981872515906,26085.239950666673,5.476180435374589,36479.92927200001,2.334723874724709,21368.592684,1.3984893120014283
REMIND-MAgPIE 2.1-4.2_NGFS2_Below 2°C - IPD-median,C3,2.7250519021416952,26487.557258666668,5.550433557824319,37064.842727999996,2.358940277659416,21700.802592,1.399330348436433
REMIND-MAgPIE 2.1-4.2_NGFS2_Delayed Transition,C3,3.046712861058243,31642.132278666682,6.496432266132679,43734.292908,2.3440186254461315,22083.305411999998,1.3821537854288641
REMIND-MAgPIE 2.1-4.2_NGFS2_Divergent Net Zero Policies,C1,3.1172825105298063,31382.965148000014,5.674994313011417,40756.865844,2.6068543028413327,24264.902148000005,1.2986939140961755
REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050,C1,3.1547230885767608,31597.746889333343,5.701706846730503,40921.66236000001,2.6747817154565645,24875.606556000002,1.2950816557687599
REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-95th,C1,3.1111698645574837,30563.64641066668,5.509056442941285,39363.609948000005,2.654316683375302,24275.130744000006,1.2879225671928383
REMIND-MAgPIE 2.1-4.2_NGFS2_Net-Zero 2050 - IPD-median,C1,3.1517553101901186,31196.830587999997,5.573357398315437,40017.823392,2.675728648989417,24593.206187999996,1.2827528514192412
REMIND-MAgPIE 2.1-4.2_SusDev_SDP-PkBudg1000,C1,3.583202378533157,39144.96541866667,5.999517828919765,48201.172452,3.04326641273287,30559.066751999995,1.2313504926233705
REMIND-MAgPIE 2.1-4.2_SusDev_SSP1-PkBudg900,C1,4.234189804468258,48550.69207066667,6.38873680019596,56091.603636,3.5784688510604346,36979.397004,1.1553203722483987
REMIND-MAgPIE 2.1-4.2_SusDev_SSP2-PkBudg900,C1,4.450449424700764,53831.62208533334,6.625073017246352,61084.408584000004,3.9361221403539037,43762.067352,1.134730966998721
REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg1100,C3,4.0993263722568285,50257.64377066668,6.659520513320305,60364.184303999995,3.5236957462545737,39580.577304000006,1.2010945952709404
REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg1300,C3,3.8816191776235964,46785.436671999996,6.63393329733919,57967.58148000001,3.4584341340458513,39079.58167199999,1.2390090935005051
REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,C1,4.516054250085477,57194.088432000004,6.705819077608233,64937.66126400001,3.715766584065361,41630.95243199999,1.13539113996382
REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_def_Budg1100,C2,3.1794918578464504,34383.288784000004,5.955964605792019,45328.181520000006,2.7799960322925754,28282.340184,1.3183201236146183
REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_def_Budg1300,C3,3.0254853979501783,32504.10119066667,6.016938081911438,44268.830112,2.636509105932361,26739.522324000005,1.3619459849796276
