Ren_scenarios,Dem_scenarios,Region,Fuel type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
212.5,All_5.25,Asia,Coal,7866392.253585203,7203173.2011871785,6368249.039045454,5485925.056439774,4563377.99416823,3607405.653960307,2624931.478409973,1461814.3396012587,329123.8107705192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.25,Asia,Oil,87894.2283863175,73904.33909919806,61333.486098990805,49023.475531708464,37256.53783451528,26339.89249084027,16619.43700862355,9207.59038821028,2057.9611697211453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.25,Asia,Gas,1263005.5689595612,1263934.8234297065,1245110.2766502074,1194146.4151738433,1105651.7431928162,973247.577217048,789385.1926215873,522480.0859210839,143872.0044794637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.5,Asia,Coal,7866392.253585203,7174201.290625568,6305936.912982818,5386216.3106831815,4422493.57207507,3421848.814362911,2391527.003095283,1179720.6231323385,1244.776106699687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.5,Asia,Oil,87894.2283863175,73607.08817343328,60733.34940612144,48132.45547445163,36106.32283836212,24985.027617085405,15141.664728878932,7430.75503917256,7.783395818696208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.5,Asia,Gas,1263005.5689595612,1258851.146328332,1232927.1054135275,1172442.356135168,1071517.1378467153,923185.9091105076,719194.394034863,421654.4576414471,544.1369713718335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.75,Asia,Coal,7866392.253585203,7145229.380063941,6243476.952694654,5286033.890063507,4280604.033973687,3234524.781725252,2155340.627911999,893587.4546544328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.75,Asia,Oil,87894.2283863175,73309.83724766834,60131.78890140666,47237.20255075542,34947.90182845417,23617.25937754467,13646.279185698419,5628.476226841331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_5.75,Asia,Gas,1263005.5689595612,1253767.4692269545,1220715.0298560031,1150635.1901211173,1037139.0049497467,872647.4672474526,648167.0057764895,319385.0528331818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_6.0,Asia,Coal,7866392.253585203,7116257.469502331,6180869.158180959,5185376.672128443,4137704.6106415167,3045420.963293616,1916345.8903396449,603366.7461758021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_6.0,Asia,Oil,87894.2283863175,73012.58632190357,59528.804584846424,46337.706730130434,33781.23586768801,22236.495824760295,12133.112834825813,3800.4510573958537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,All_6.0,Asia,Gas,1263005.5689595612,1248683.79212558,1208474.0499776327,1128724.6728023598,1002516.1889764972,821628.8542092897,576295.0698780421,215654.68393876086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_0.0,Asia,Coal,7866392.253585203,7811583.322981148,7642653.980262351,7472377.686945246,7298095.406038674,7117552.784471228,6928717.25391917,6533146.976374066,6077212.972958447,5526579.640181724,4822706.75672858,3854232.035097869,3538664.2853500177,3163856.314125834,2707531.030857557,2134847.748043565,1388013.9484437115,1296974.0326745156,1199201.0053534654,1093290.8260707427,977463.7315327028,849425.1019849557,781800.3939774871,710937.1085466143,636332.14311516,557378.5115165872,473338.4023313233
225.0,All_0.0,Asia,Oil,87894.2283863175,80146.60854025985,73607.45611294112,66774.8685829438,59583.44190695114,51969.640546257164,43868.337478212816,41150.60283293933,37999.8891274212,34173.97487975338,29258.911781118146,22466.366136978584,22224.458299364134,21965.896176754388,21683.535703146837,21366.441299187525,20996.67751025977,19444.517945094125,17773.967930514827,15960.50226317774,13973.019870443868,11771.409672555676,9927.42399585213,7983.490374673452,5924.297327612083,3731.393524706765,1382.3625483894357
225.0,All_0.0,Asia,Gas,1263005.5689595612,1370692.0425585995,1494279.9745049893,1626546.6509091454,1768240.9649137366,1920255.6262549164,2083645.5538331051,2335070.2623987673,2656571.124468915,3080952.2667777124,3665835.8488374474,4522350.945037997,4780947.081709432,5099408.914556265,5499901.830107426,6017185.313574703,6708997.531147137,6701319.067292113,6701958.26981177,6712248.120712846,6733910.172948076,6769196.055000981,6723203.270120653,6681334.156853188,6644112.389421801,6612157.9474663315,6586218.036600467
225.0,All_0.25,Asia,Coal,7866392.253585203,7779153.1648199875,7576485.7830648795,7371899.238105195,7163329.719715697,6949031.693359873,6727432.2828339,6302292.140762487,5822529.261935865,5257163.497020188,4553373.021465251,3610671.9359227503,3292114.151478723,2922583.717307134,2482938.302671252,1943243.8074489953,1253849.956713822,1161946.248468681,1065188.2165291645,962545.629014765,852714.8721261655,734017.5019122693,669970.4151118667,603991.6807868681,535768.699538772,464924.6175291917,391001.8978037115
225.0,All_0.25,Asia,Oil,87894.2283863175,79813.87609875921,72970.18106635864,65876.97028366025,58483.181771213356,50739.16417400912,42593.9259649033,39696.50794013041,36407.39058829118,32508.02213718155,27624.889146680725,21046.65131062717,20676.008735609244,20290.79835756667,19884.86215710351,19448.789629105362,18967.160392654314,17420.151915450147,15787.696237772292,14051.807006846626,12189.712485146336,10172.080742191527,8507.389388299649,6782.543367025042,4988.044544405993,3112.457103171923,1141.9026582480947
225.0,All_0.25,Asia,Gas,1263005.5689595612,1365001.5496210607,1481342.8701592179,1604675.047077495,1735588.855841029,1874790.0592056324,2023113.9258729639,2252558.3789960253,2545239.598720886,2930758.4161463026,3461109.890608266,4236570.474467502,4447843.105752458,4710532.964165527,5043678.820028224,5477139.111954353,6060512.773271395,6003645.681305482,5953002.828386975,5909539.287615557,5874494.538053755,5849495.578403816,5761505.520415358,5676268.96779418,5594102.848621531,5515381.2736767195,5440555.2961182175
225.0,All_0.5,Asia,Coal,7866392.253585203,7746723.006658829,7510152.371891892,7270918.398064971,7027552.031000002,6778821.183589538,6523621.815738187,6067957.154183846,5563360.681357149,4982318.512113427,4277926.06596875,3360961.6777572157,3038707.2129710806,2673981.9138872568,2250945.248369466,1744832.3518307353,1114572.351348022,1021421.934622095,925371.9862042653,825797.9078616037,721913.0041250093,612708.0109121444,552128.0038945937,491015.05366303405,429268.72010918194,366768.4488143337,303368.86967242864
225.0,All_0.5,Asia,Oil,87894.2283863175,79481.14365725857,72331.31482115807,64974.58250220997,57374.65939958778,49496.35231467752,41303.52457825563,38220.49247661304,34786.84884142065,30808.499788541154,25953.778175646567,19591.087131558772,19084.495248176074,18564.815613377563,18026.92235198092,17463.005526497127,16860.288939708305,15313.380713040344,13715.408787322938,12055.483374649419,10319.876253161103,8490.962875066185,7011.007971944007,5513.868818512483,3996.522191886268,2455.3465673601268,885.9745199563525
225.0,All_0.5,Asia,Gas,1263005.5689595612,1359311.0566835222,1468373.4634305623,1582694.0854539445,1702691.5507291034,1828868.7012710194,1961822.815552591,2168802.62383267,2431947.5731495256,2777538.1000751625,3251737.1514295,3943573.7343343114,4105475.1766559575,4309844.017934303,4572423.270457487,4917905.55635992,5387311.245584347,5277572.344388803,5171613.772760166,5069978.017700832,4973378.720495537,4882762.047697814,4748103.006732706,4614523.0149465855,4482108.365147437,4350958.75352099,4221194.628068791
225.0,All_0.75,Asia,Coal,7866392.253585203,7714292.848497669,7443653.74674337,7169433.913978691,6890757.286209825,6606908.584599139,6317260.5663395915,5830098.406449677,5299639.706538051,4701949.206307657,3996242.861822234,3104961.8433392122,2778270.5471355296,2417847.329731484,2011327.351581366,1539389.3589909165,969999.6817300936,875191.8601666692,779516.3776362726,682788.0553137033,584780.5897178416,485210.62790813047,427966.08294046816,371683.3833762645,316497.84539642936,262573.81970710406,210113.0675678116
225.0,All_0.75,Asia,Oil,87894.2283863175,79148.41121575794,71690.85737733924,64067.694042876814,56257.83353257629,48241.11245268503,39996.973221159526,36722.281753091025,33137.84166522115,29074.817432098138,24244.832466093143,18098.860934830915,17448.831802098386,16786.534577755887,16107.918225748594,15406.84688433441,14673.318323045174,13121.06750149701,11553.608640725244,9967.741466624127,8359.543721550248,6724.092642467893,5434.3804299955245,4173.8301151232,2946.617360075297,1757.811308417211,613.6253346493813
225.0,All_0.75,Asia,Gas,1263005.5689595612,1353620.5637459836,1455371.754319019,1560603.4933257964,1669547.825131495,1782488.1340407135,1899764.6186259359,2083787.4098027346,2316665.5302560786,2621238.090938087,3037624.114941221,3643197.1398357833,3753609.665521873,3897013.9611651185,4085679.1134924777,4338853.227955953,4688515.902334692,4522017.983644241,4356472.526482972,4191970.454555001,4028650.716143528,3866716.2774033938,3680354.973585416,3493052.8383352323,3304637.8036621665,3114902.230530737,2923596.4555690493
225.0,All_1.0,Asia,Coal,7866392.253585203,7681862.690336513,7376989.90761933,7067444.533000494,6752940.419076439,6433281.162633042,6108323.058936643,5588671.851275134,5031297.967695241,4415958.664709706,3708198.2195817227,2842530.21317232,2510627.3162621567,2153971.2632305324,1763853.8677232512,1326684.018805636,819944.5336387254,723039.3792637506,627376.484357606,533245.9233088992,441028.10301745695,351226.25512136857,297162.7132211163,245656.30746800435,197103.78572862345,151985.63419875965,110889.03140618466
225.0,All_1.0,Asia,Oil,87894.2283863175,78815.67877425734,71048.80873490227,63156.293709944905,55132.66280791769,46973.35161103197,38674.11059728429,35201.598333409835,31459.941553828117,27306.37578812789,22497.29250534799,16569.143721242384,15767.907774273008,14954.506285443338,14126.001837104302,13278.003659211003,12403.413502015563,10839.964279093592,9298.66591468081,7784.637502529708,6304.576065675654,4867.3251204017415,3773.4187301890584,2758.605146041613,1835.0502071729923,1017.4741214091922,323.84620239579
225.0,All_1.0,Asia,Gas,1263005.5689595612,1347930.0708084458,1442337.742824591,1538402.9979803585,1636156.4515520695,1735644.9220549942,1836931.6738867243,1997496.9939311577,2199363.583118202,2461804.360714266,2818675.622143559,3335273.81817646,3392007.6540282145,3471706.4148504618,3582977.6296453243,3739331.575765671,3963220.8725479413,3735863.2143710703,3506210.3841270283,3273858.0268452223,3038315.9330202565,2798974.712454925,2555492.8606798146,2308659.736847581,2058012.8144249443,1802999.2156203398,1542953.9101654221
225.0,All_1.25,Asia,Coal,7866392.253585203,7649432.532175356,7310160.854519763,6964949.002284476,6614096.350744083,6257926.120583746,5896783.627475278,5343633.003016279,4758266.241505824,4124248.51874052,3413664.756320845,2573521.7163654584,2235596.6890311623,1882139.7693592757,1508287.667324874,1106478.5451619946,664213.3487776569,564740.1878140473,468698.11270419264,376890.4227968751,290353.5439327233,210442.1330888746,159380.41438370396,112576.1463895739,70715.40777783356,34628.87316066237,5331.012240290296
225.0,All_1.25,Asia,Oil,87894.2283863175,78482.94633275672,70405.16889384709,62240.37030769794,53999.10576058716,45692.976350147575,37334.774205104724,33658.1620140057,29752.715664323783,25502.56658794194,20710.385473085684,15001.08987077728,14040.58745986839,13067.245367401978,12079.27411073708,11074.095989130805,10047.64649370505,8466.70822978755,6946.813075629208,5502.067979147489,4150.65613991019,2916.326060022066,2023.8374940844571,1264.1773376499223,658.3654556067281,231.82442525099412,15.568970592047178
225.0,All_1.25,Asia,Gas,1263005.5689595612,1342239.5778709075,1429271.4289472767,1516092.3267049282,1602516.1994450046,1688335.6127623415,1773316.2628847044,1909915.4762076335,2080011.4717003247,2299182.0709834937,2594794.846726813,3019633.5508859963,3020424.8282471937,3033576.548802094,3063837.1295863306,3118670.3866051966,3210490.5877211983,2917949.0824965117,2619406.737035851,2313914.9911510395,2000293.8422832687,1677044.9257766712,1370614.4579003113,1057982.2646439446,738358.2960930034,410800.87256694166,74177.81611930352
225.0,All_1.5,Asia,Coal,7866392.253585203,7617002.374014199,7243166.587444677,6861946.0689847525,6474219.98976999,6080830.5978347305,5682616.414603021,5094936.933391445,4480474.4426040705,3826718.92800985,3112512.8627707865,2297788.380735426,1952993.760544588,1602133.5414111484,1244385.0758177016,878527.9831704493,502606.23931221757,400062.07271159696,303217.4539364894,213429.10936834716,132441.93360621016,62531.25280055653,14265.45578622825,0.0,0.0,0.0,0.0
225.0,All_1.5,Asia,Oil,87894.2283863175,78150.2138912561,69759.93785417378,61319.91264041981,52857.12082279647,44399.89276674265,35978.80033191281,32091.689803254292,28015.72576356756,23662.77246180882,18883.325041969005,13393.836851752076,12265.709570086648,11123.229229724568,9965.78355425533,8792.672264009132,7602.993567402928,5997.817963981082,4494.140080086906,3115.76362105237,1893.2812648278464,866.5637409742245,181.14499452151475,0.0,0.0,0.0,0.0
225.0,All_1.5,Asia,Gas,1263005.5689595612,1336549.0849333694,1416172.8126870776,1493671.2067868083,1568625.8352147974,1640556.7364770405,1708910.609641214,1821026.7984147593,1958578.5591365544,2133315.562821682,2365883.270093871,2696102.7152721277,2638611.370603306,2582270.8910341086,2527762.6287003052,2476179.2417010134,2429358.8853812297,2067075.7689991693,1694587.2409120828,1310345.8879388853,912414.502211056,498320.9335145046,122677.80846691823,0.0,0.0,0.0,0.0
225.0,All_1.75,Asia,Coal,7866392.253585203,7584572.215853037,7176007.106394061,6758434.480255431,6333306.232124376,5901981.670103239,5465795.370720805,4842538.268186118,4197851.615014564,3523268.562010467,2804610.6700507174,2015179.282162706,1662629.4709601803,1313727.790367214,971895.709714049,642580.0115456586,334916.7972868285,228764.6535382047,130660.74563865527,42557.754273575374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_1.75,Asia,Oil,87894.2283863175,77817.48144975546,69113.11561588223,60394.909512394326,51706.66632399389,43094.00649266149,34606.02404781443,30501.895900715623,26248.528174628802,21786.366825759054,17015.311175805517,11746.504925610014,10442.086721146383,9120.8972161229,7783.524946210865,6431.207147818291,5066.3323616345915,3429.6896459477316,1936.5893560722097,621.2831180888465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_1.75,Asia,Gas,1263005.5689595612,1330858.5919958306,1403041.8940439916,1471139.365513299,1534484.1222162622,1592304.8063367612,1643706.8803640394,1730814.7429503032,1835033.827985798,1964148.3465957737,2131840.6560713383,2364504.224997469,2246311.849942816,2117427.1333335997,1974245.514311548,1811146.9596895569,1618828.0878995503,1182001.255273218,730221.9234836695,261282.90783451754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.0,Asia,Coal,7866392.253585203,7552142.057691883,7108682.411367923,6654412.983250639,6191349.961190521,5721366.349283139,5246294.253032454,4586391.183941674,3910325.9235218945,3213794.581630866,2489824.015985258,1725540.4931916087,1364310.522706952,1016692.1218589327,690562.3091051911,398374.7400473255,160931.89879547356,50599.11649021916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.0,Asia,Oil,87894.2283863175,77484.74900825488,68464.70217897253,59465.349727905486,50547.70049086485,41775.22269373461,33216.2791997113,28888.491676277274,24450.673722822794,19872.713767267705,15105.529925198785,10058.196847310699,8568.504914357878,7058.649753709776,5530.437994643137,3987.099551291549,2434.438921821363,758.5930048045029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.0,Asia,Gas,1263005.5689595612,1325168.099058293,1389878.67301802,1448496.5301717054,1500089.820754549,1543576.3182601673,1577697.1831615705,1639262.9316436928,1709345.8764591392,1791623.0916574588,1892565.025306775,2024657.4697696557,1843265.1096870292,1638673.9329529377,1402763.2054314448,1122841.025693131,777868.0559458644,261439.94835795992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.25,Asia,Coal,7866392.253585203,7519711.899530729,7041192.502366264,6549880.325124486,6048346.047764635,5538971.583287624,5024086.624591728,4326449.404627559,3617824.6449759826,2898192.620484634,2168016.411004211,1428715.0308649144,1057839.2962607746,710790.4106822561,400120.5664047484,145644.50186986974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.25,Asia,Oil,87894.2283863175,77152.0165667543,67814.69754344465,58531.22209123711,49380.181447330884,40443.4460686302,31809.39840526738,27251.185649193292,22621.707681344295,17921.167929803287,13153.15322066525,8327.997561257564,6643.723007154624,4934.847481780451,3204.405965553324,1457.6705540729156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.25,Asia,Gas,1263005.5689595612,1319477.6061207554,1376683.1496091634,1425742.4280493283,1465441.6880851132,1494367.7509044765,1510873.5677562186,1546354.8245665894,1581482.9146190782,1615681.615934691,1647952.6293483959,1676378.2541332832,1429204.1540400784,1145630.7103553393,812778.804878957,410507.0061588297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.5,Asia,Coal,7866392.253585203,7487281.741369565,6973537.379389077,6444835.253031087,5904289.3500559395,5354784.255892102,4799145.853347172,4062666.198297258,3320274.1595334383,2576356.766055659,1839049.0036210767,1124542.8037839902,743013.764459163,395780.6728210848,100298.95126319792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.5,Asia,Oil,87894.2283863175,76819.28412525362,67163.10170929857,57592.515406673076,48204.06721455022,39098.58084770691,30385.213046861536,25589.683467021052,20761.169716501056,15931.074396237904,11157.338663195571,6554.973892710656,4666.472174950295,2747.810363302162,803.2542807145225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.5,Asia,Gas,1263005.5689595612,1313787.113183216,1363455.3238174203,1402876.7864334695,1430538.4784137323,1444675.5656230738,1443228.025197184,1452073.7188376717,1451412.7605508121,1436264.8754205368,1397897.9244046018,1319478.7353530652,1003856.0322230757,637907.4429461103,203740.7436233883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.75,Asia,Coal,7866392.253585203,7454851.583208409,6905717.042436366,6339276.514124543,5759174.713686658,5168791.18657688,4571445.111184496,3794994.373727701,3017599.941834022,2248179.5406574947,1502780.5454857426,812860.5583845797,419627.40533308615,71414.93493650004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.75,Asia,Oil,87894.2283863175,76486.55168375302,66509.9146765343,56649.21847849717,47019.31571091776,37740.53079186523,28943.553265524424,23903.68788445368,18868.59383254159,13901.768571108192,9117.229312232583,4738.174234627549,2635.4553636819737,495.81677880914003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_2.75,Asia,Gas,1263005.5689595612,1308096.6202456781,1350195.1956427912,1379899.332611429,1395378.9428965058,1394496.2064230691,1374752.4875724686,1356402.7474214907,1319102.8365051427,1253312.9535584196,1142293.5447798306,953767.3603767018,566941.7207046753,115104.45471929225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.0,Asia,Coal,7866392.253585203,7422421.425047251,6837731.491508132,6233202.855558992,5612996.971692026,4980979.130370147,4340957.372966739,3523386.2770424113,2709726.5521124345,1913551.882205698,1159067.356007577,493501.8244188062,87469.11343439207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.0,Asia,Oil,87894.2283863175,76153.8192422524,65855.13644515187,55701.32011099343,45825.88475206517,36369.199191401036,27484.247954861432,22192.89874205019,16943.50831607854,11832.576061719805,7031.9534710428925,2876.628229877261,549.3467329051014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.0,Asia,Gas,1263005.5689595612,1302406.1273081398,1336902.7650852767,1356809.793870513,1359961.829639857,1343826.0999229348,1305438.8277202316,1259324.877921523,1184520.1650131186,1066765.0505231018,881030.2759838608,579048.80186636,118176.00339911996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.25,Asia,Coal,7866392.253585203,7389991.266886095,6769580.7266043695,6126613.024488537,5465750.944520265,4791334.777690577,4107655.415571911,3247793.788317769,2396577.6272444366,1572363.1248014227,807763.2865440567,166296.8596331346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.25,Asia,Oil,87894.2283863175,75821.08680075179,65198.76701515122,54748.809108445654,44623.73205086061,34984.488864856256,26007.124754959623,20457.012944859187,14985.435680101424,9722.812558084748,4900.62446945263,969.3464487674174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.25,Asia,Gas,1263005.5689595612,1296715.6343706017,1323578.0321448757,1333607.8974980216,1324285.883700527,1292661.6553100427,1235278.8589393832,1160822.911367184,1047631.3649719659,876559.4723964457,613997.0275108746,195123.89328673636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.5,Asia,Coal,7866392.253585203,7357561.1087249415,6701264.747725088,6019505.768067288,5317431.440032573,4599844.754190279,3871511.816928453,2968168.3181730774,2078075.8717277066,1224500.9791253337,448719.684151379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.5,Asia,Oil,87894.2283863175,75488.35435925123,64540.80638653243,53791.67427513768,43412.81521740872,33586.302157872226,24512.010046280862,18695.724440940598,12993.89260758131,7571.783711685841,2722.340443925791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.5,Asia,Gas,1263005.5689595612,1291025.1414330644,1310220.9968215898,1310293.370781256,1288349.8470855716,1240999.264298291,1164264.3346995213,1060879.4809950523,908402.6477024934,682633.6202374303,341080.80528556963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.75,Asia,Coal,7866392.253585203,7325130.950563782,6632783.5548702795,5911879.833449354,5168033.25350316,4406495.620597447,3632498.9550482775,2684460.8043438415,1754143.0485966352,869851.5126402169,81785.35489243179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.75,Asia,Oil,87894.2283863175,75155.6219177506,63881.25455929542,52829.90441535333,42193.09175905085,32174.540942040763,22998.72894353963,16908.724199781616,10968.389894662414,5378.785013058239,496.18411495712155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_3.75,Asia,Gas,1263005.5689595612,1285334.6484955258,1296831.6591154174,1286865.9410075166,1252152.4587523704,1188835.3010856556,1092386.948350143,959477.0510240962,766799.8129776185,484923.97904552333,62166.68377281618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.0,Asia,Coal,7866392.253585203,7292700.792402621,6564137.148039947,5803733.967788869,5017551.167619265,4211273.872559362,3390589.007057533,2396621.7082385584,1424699.970271017,508299.12960090867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.0,Asia,Oil,87894.2283863175,74822.88947624994,63220.11153344024,51863.48833337664,40964.519080365266,30749.1066137578,21467.105289566425,15095.700190608832,8908.432393440344,3143.1016681794863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.0,Asia,Gas,1263005.5689595612,1279644.155557987,1283410.0190263593,1263325.3354641094,1215692.4546086318,1136166.1223118303,1019638.3328291678,856597.9154250037,622788.2450219971,283366.1066166348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.25,Asia,Coal,7866392.253585203,7260270.634241467,6495325.527234088,5695066.918239937,4865979.952481075,4014165.940484994,3145753.9482248537,2104601.011478593,1089666.489337934,139726.55087005606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.25,Asia,Oil,87894.2283863175,74490.15703474937,62557.377308966854,50892.41483349142,39727.05448316643,29309.90009307416,19916.961649155237,13256.337360593805,6813.518954322634,864.0084736589207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.25,Asia,Gas,1263005.5689595612,1273953.6626204494,1269956.076554415,1239671.2814383353,1178968.5675123716,1082988.0670157648,946010.0603707097,752224.1966834711,476332.9084824494,77894.6222908271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.5,Asia,Coal,7866392.253585203,7227840.476080311,6426348.692452711,5585877.431956675,4713314.365601791,3815158.189387901,2897965.5509874835,1808348.2124215872,748961.4892669992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.5,Asia,Oil,87894.2283863175,74157.42459324877,61893.05188587535,49916.67271998156,38480.65516650557,27856.821822548445,18348.119302897587,11390.317612954894,4683.142367972568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.5,Asia,Gas,1263005.5689595612,1268263.1696829114,1256469.8316995862,1215903.506217496,1141979.52727193,1029297.4565932779,871493.6422122064,646337.8445576002,327398.3443692536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.75,Asia,Coal,7866392.253585203,7195410.317919154,6357206.643695807,5476164.25609318,4559549.15190761,3614236.918728987,2647195.3839748763,1507812.3226679664,402502.8750583033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,All_4.75,Asia,Oil,87894.2283863175,73824.69215174815,61227.13526416563,48936.25079713075,37225.2782266705,26389.77176609892,16760.398241000552,9497.319784952688,2516.789306832208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
