Ren_scenarios,Dem_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
75.0,All_4.5,Latin America,553802.0209931645,550224.4020323406,568843.5404884611,587792.7345787853,607203.3710482259,627190.0565913557,647855.9268702364,679679.1902561015,711200.8695206463,742767.811277916,774658.7134018075,807105.3840532813,851313.8140968033,896145.6071272481,941834.5075826371,988590.3298655042,1036605.6420751676,1103511.7917715842,1172511.298985453,1243827.9022864678,1317681.5610421386,1394290.5625324969,1412699.4115222322,1431747.6186109292,1451467.0840012124,1471892.6332296724,1493061.688164914
75.0,All_4.5,Mideast+Africa,1844464.766337048,1937320.3126803308,2010224.0574748537,2086359.8137976485,2165879.330724038,2248944.0292238505,2335724.16673002,2427851.6321559153,2526040.1589458548,2630192.229745465,2740307.7862820686,2856458.0930959135,2974398.725790886,3098669.2915007384,3229318.155433485,3366461.0377128776,3510266.555207441,3722277.685271771,3943382.2153032697,4174005.581905339,4414612.0986593105,4665701.108491128,4864989.718479582,5071691.910581034,5286233.627507276,5509061.226103639,5740640.814416285
75.0,All_4.5,OECD+EU,4447851.994881822,4360285.943431354,4384133.291120439,4410807.6667400785,4440370.693847826,4472870.737371776,4508350.205303919,4682768.566596439,4859334.601653993,5039298.529077009,5223677.762054597,5413331.637448394,5540292.081397746,5671304.3019928355,5806752.017433961,5946972.608405234,6092272.6396742705,6209572.73059003,6331552.460480608,6458385.476105986,6590239.953857488,6727282.426369446,6898927.391182413,7079388.477094859,7269021.768389994,7468200.3998053055,7677315.576962935
75.0,All_4.75,Asia,9217292.050931081,9466731.935744235,9616954.494811766,9775236.036036782,9942052.547562271,10117908.343903856,10303332.82688574,10340997.969593031,10388553.255123291,10445478.523579022,10511463.340178927,10586348.549426138,10779070.157169927,10984002.01151402,11201632.1848854,11432491.203620251,11677149.296758996,11872065.628358124,12080093.123363128,12301780.679126367,12537705.08209442,12788472.608331189,13120598.673230207,13473686.93296419,13848744.887354618,14246816.838348016,14668988.579629423
75.0,All_4.75,E. Europe+Russia,968383.7893453389,1005519.425130254,1024248.0410757484,1044404.4677221848,1066013.4280583777,1089104.7508584715,1113713.0821022312,1136219.9596242625,1160567.4006737352,1186733.7557087063,1214720.6437799083,1244547.0434938208,1266974.4888297813,1291523.9034031467,1318220.274318866,1347102.566931488,1378221.474529711,1427136.296494184,1478600.2215008554,1532697.7755803159,1589522.701132137,1649177.3862473338,1687923.6424031192,1728853.5681163631,1772002.8556448738,1817416.1344481024,1865146.22311106
75.0,All_4.75,Latin America,553802.0209931645,548415.9700527426,565537.451169483,583256.5803389121,601674.8629860351,620886.4337178348,640980.8340854757,672644.7819909486,704211.2334360066,736022.2721515908,768356.2871672332,801448.1683761212,846811.3830115076,893048.7619535204,940404.6823112109,989101.617339511,1039346.6590982677,1109463.4813905498,1182105.4628047918,1257522.9175699197,1335964.6323340938,1417680.0244173945,1437708.941750671,1458502.670901616,1480100.7987541799,1502546.277513443,1525885.1288244966
75.0,All_4.75,Mideast+Africa,1844464.766337048,1941244.1108492948,2018378.7964096724,2099090.9656273234,2183568.6663933285,2272008.821145889,2364617.2285395926,2462618.7590142884,2567199.4138296163,2678319.2419340494,2796033.8839193913,2920469.9741746965,3046681.856707402,3179982.142542244,3320477.4288471867,3468343.2630587225,3623810.3483664207,3850307.7723310185,4087342.7327359063,4335436.695464311,4595155.786214537,4867107.4040359,5084309.750406853,5310350.510851815,5545744.035178332,5791030.464900174,6046775.395670711
75.0,All_4.75,OECD+EU,4447851.994881822,4363275.031375435,4390696.773673082,4421462.733185362,4455590.437199099,4493100.847221425,4534020.9297721945,4717260.430002223,4903735.060308073,5094703.252004355,5291206.936596186,5494142.601493914,5632724.580584507,5776060.458466247,5924571.013736482,6078634.575008618,6238602.193147007,6370251.3335778015,6507290.225759547,6649934.02010081,6798394.596123046,6952884.416749961,7146208.888006074,7349805.856127365,7564121.717732638,7789625.040542664,8026807.865994716
75.0,All_5.0,Asia,9217292.050931081,9477485.0916213,9638867.00540996,9808896.862121176,9988206.438413575,10177439.015334973,10377252.84619301,10427850.242024988,10488924.943339905,10560051.080988871,10641004.826262983,10731709.330313258,10944701.026914956,11171518.048309637,11412761.548243966,11669081.540475514,11941174.695262978,12164193.914626995,12402265.588352365,12656066.101944957,12926307.184578154,13213737.949935947,13592389.829131136,13995401.964584306,14424003.991131103,14879476.066685017,15363154.306733852
75.0,All_5.0,E. Europe+Russia,968383.7893453389,1007650.712873167,1028627.8422138579,1051160.1152606616,1075282.7921464078,1101036.6875418746,1128467.9125753427,1153792.9861950437,1181120.0033601213,1210443.9754174598,1241782.782617513,1275171.6358622499,1301277.4385699949,1329743.3803821628,1360612.6514465548,1393943.0332603224,1429804.7896488635,1483860.7223095633,1540825.4709161432,1600807.9036332043,1663927.4122833656,1730313.449391476,1774683.8630396873,1821556.17618937,1870985.8532520025,1923038.2223634974,1977787.8061483437
75.0,All_5.0,Latin America,553802.0209931645,546607.5380731432,562223.4619955017,578698.7220530747,596106.6293066511,614522.3449569545,634023.208277155,665508.91785448,697103.8447931141,729146.7028981792,761917.0227150593,795654.3120665767,842189.184948256,889861.9424786835,938929.7997900039,989630.2769154554,1042187.580195543,1115646.8366883518,1192096.8903674188,1271819.0782836115,1355095.846714386,1442212.9928482573,1464003.863761821,1486700.0432465193,1510350.2158687618,1535006.9796747467,1560726.5915147038
75.0,All_5.0,Mideast+Africa,1844464.766337048,1945167.9090182572,2026553.0209811323,2111883.03194312,2201385.110455926,2295294.856175,2393857.141195519,2497887.3252284145,2609052.067840279,2727373.972633204,2852969.906050981,2986027.9557399983,3120887.756009073,3263657.4193858993,3414509.351271941,3573687.1581976293,3741492.564394815,3983321.347933711,4237264.196335214,4503953.8599845655,4784074.810620879,5078360.416811137,5314901.971945367,5561874.796509476,5819897.725502527,6089622.025319302,6371731.475125558
75.0,All_5.0,OECD+EU,4447851.994881822,4366264.119319516,4397275.939577105,4432168.78071278,4470919.543454673,4513525.009216644,4559999.822082537,4752249.762693728,4948883.521795339,5151175.9819551045,5360202.303923914,5576905.419925231,5727615.831695043,5883860.151647776,6046102.771347168,6214770.042766284,6390265.138729649,6537184.247529178,6690304.731751572,6849890.625679197,7016205.434457847,7189516.047489519,7406199.684090069,7634800.983113755,7875873.145557145,8129997.931729505,8397787.333842168
75.0,All_5.25,Asia,9217292.050931081,9488238.247498365,9660831.750836756,9842718.360102119,10034691.179960461,10237539.353395777,10452058.123412741,10515952.163657878,10590983.507292328,10676826.883251885,10773352.14720746,10880572.599770278,11114727.13477748,11364468.93143322,11630528.020886619,11913691.087433245,12214799.918408776,12467665.513811676,12737745.779329175,13025865.128407482,13332892.45701503,13659743.747077577,14088370.01227556,14545173.04814618,15031643.574743709,15549339.724995919,16099893.456739867
75.0,All_5.25,E. Europe+Russia,968383.7893453389,1009782.0006160807,1033018.0838791141,1057948.0092656882,1084618.6029738062,1113082.804461994,1143399.4452537,1171618.8572567892,1202018.019054852,1234610.1456672647,1269431.0803362885,1306534.1321142004,1336490.663263616,1369070.5865328587,1404337.6847019051,1442371.1533614171,1483263.6469787047,1542787.752056974,1605621.0100324913,1671900.4674926365,1741775.3177904547,1815406.5688612724,1865892.3343786676,1919244.0138026415,1975540.456657451,2034871.5680896377,2097337.7362326034
75.0,All_5.25,Latin America,553802.0209931645,544799.1060935445,558901.5729665157,574119.1079216409,590498.4801628924,608097.3563454882,626982.2587176154,658270.3813679812,689877.0073130068,722138.9155734195,755338.2854714133,789720.8519699851,837444.3306365327,886582.7582417892,937408.5525362064,990176.8553644536,1045131.7956899066,1122070.291070391,1202501.0260124502,1286741.2454786787,1375112.3879557846,1467942.449426985,1491646.9428482756,1516413.7739387588,1542302.3277073447,1569376.5798120429,1597704.8931004377
75.0,All_5.25,Mideast+Africa,1844464.766337048,1949091.7071872207,2034746.7311892349,2124736.158125675,2219329.270357911,2318803.7221713187,2423447.2277864744,2533663.343168944,2651608.1097064666,2777372.032043698,2911139.1475977576,3053165.566141201,3197062.808752093,3349757.88758314,3511497.2819723706,3682601.676039731,3863453.6439103438,4121499.827727579,4393378.34855334,4679850.127141245,4981736.358296054,5299916.370573673,5557316.8007098995,5826925.198907748,6109483.119529055,6405772.689127498,6716617.222748821
75.0,All_5.25,OECD+EU,4447851.994881822,4369253.207263598,4403870.788832507,4442925.930995563,4486358.53525562,4534144.616068242,4586289.834711706,4787742.529439581,4994790.761435542,5208734.689686409,5430692.0929439375,5661662.42016955,5825025.149905859,5994784.243022952,6171455.028124428,6355519.8110607285,6547442.4692559615,6710599.150277614,6880878.874777056,7058603.017765112,7244095.809929426,7437688.350218617,7679520.370679367,7935122.174333049,8205172.597839294,8490386.937165497,8791519.100104535
75.0,All_5.5,Asia,9217292.050931081,9498991.403375434,9682848.731092151,9876700.912531734,10081508.34955653,10298213.43682179,10527757.11970727,10605318.682221878,10694753.188988304,10795842.914239082,10908559.194624687,11033014.129325073,11289254.256758958,11562998.707422486,11855123.735573247,12166571.632297985,12498349.956067761,12782892.36083264,13087049.804092107,13411817.784425024,13758247.391308028,14127448.621235989,14609717.489432445,15124436.867636409,15673402.806983637,16258499.414278239,16881706.530116472
75.0,All_5.5,E. Europe+Russia,968383.7893453389,1011913.2883589942,1037418.766071517,1064768.2265145667,1094021.1773299999,1125243.9191337868,1158509.3690304745,1189700.5972192483,1223266.411671179,1259239.9200858963,1297676.7952777804,1338650.4957863311,1372636.069629293,1409534.8813885644,1449433.9521599198,1492436.7765157581,1538661.5406188164,1603997.373785968,1673086.521287044,1746098.5098918227,1823217.005368933,1904639.6393469668,1961765.734252125,2022172.3627565145,2085965.9190832307,2153265.36318897,2224201.767091243
75.0,All_5.5,Latin America,553802.0209931645,542990.674113946,555571.7840825265,569517.6861449764,584850.225255021,601611.0318487964,619857.1890109442,650927.9444119239,682529.0044023562,714996.6907525896,748617.3965852684,783644.7679502259,832573.8682254527,883208.7611838884,935839.5983715194,990741.9153047294,1048182.8024819923,1128742.5637880778,1213333.875619477,1302315.2455445162,1396052.9757283784,1494923.6956987611,1520703.8488141627,1547721.5120987562,1576048.5866986709,1605762.3945248178,1636945.5383284735
75.0,All_5.5,Mideast+Africa,1844464.766337048,1953015.5053561837,2042959.9270339792,2137650.4895556215,2237401.7549933856,2342537.0145742446,2453390.8352224054,2569952.8827405144,2694877.647780246,2828329.254968157,2970565.2949796,3121916.9784777993,3275254.4046732183,3438347.825017223,3611526.7922422295,3795198.9272841793,3989838.4424021514,4265030.776352085,4555925.357762647,4863429.927613137,5188522.782505946,5532251.466076136,5812130.125308022,6106194.358456701,6415329.060363681,6740469.613988225,7082603.184416431
75.0,All_5.5,OECD+EU,4447851.994881822,4372242.295207678,4410481.32143929,4453734.305706935,4501907.936488889,4554961.067134786,4612893.941301048,4823744.752086859,5041467.683591978,5267397.604521306,5502705.00698289,5748456.743610436,5925013.1351349205,6108915.5424294565,6300738.380868395,6501028.76007176,6710320.867224874,6890731.436681687,7079305.836979285,7276432.423212448,7482506.549953868,7697934.733475047,7966820.25734969,8251554.24124434,8552962.58613663,8871917.3455477,9209339.49456173
75.0,All_5.75,Asia,9217292.050931081,9509744.559252495,9704917.946176153,9910844.901962165,10128659.528306497,10359465.36377105,10604358.356747448,10695964.88814464,10800258.520060351,10917136.688677894,11046680.763670636,11189111.14409801,11468390.454423873,11767254.885264749,12086745.911247503,12427982.242874373,12792159.989804434,13110300.319218567,13450712.49022551,13814588.887536936,14203190.887134865,14617853.067888394,15157664.920108454,15734700.003321923,16351109.806074133,17009158.938203715,17711234.430272672
75.0,All_5.75,E. Europe+Russia,968383.7893453389,1014044.5761019081,1041829.8887910671,1071620.8437845982,1103490.832757781,1137520.852965125,1173799.3848766596,1208041.2593644923,1244870.2044273575,1284341.0621592149,1326531.374540241,1371536.9966579936,1409736.037736755,1451166.3301983145,1495941.0531435134,1544191.1933083327,1596063.9558458459,1667572.2801534152,1743325.3027063045,1823529.8396674234,1908409.2677731235,1998203.544648086,2062530.7430660524,2130608.924595991,2202576.7989961775,2278587.531394746,2358808.43549729
75.0,All_5.75,Latin America,553802.0209931645,541182.2421343466,552234.0953435343,564894.4049234514,579161.6738307424,595062.9333558863,612647.1970659371,643480.3671426256,675058.0989592993,707717.7771539481,741751.6322921286,777422.9819332294,827574.7820817919,879737.4444019918,934221.5595871891,991326.0356216106,1051344.2071353463,1135672.668913763,1224612.0256185934,1318567.905264776,1417957.9251647673,1523214.4488616649,1551243.2830015693,1580704.684563342,1611685.1225872478,1644277.4973468273,1678581.0790290162
75.0,All_5.75,Mideast+Africa,1844464.766337048,1956939.303525147,2051192.6085153671,2150626.171613598,2255603.1747044744,2366496.3364204853,2483691.334348092,2606762.0717936945,2738870.911180472,2880261.703497652,3031272.431741545,3192317.0214221855,3355510.95748652,3529493.054620205,3714685.7186387624,3911594.264113182,4120796.358032331,4414108.100502764,4725154.103501034,5055009.484308211,5404832.191565492,5775862.705220977,6079944.41929286,6400408.613295869,6738306.782123281,7094752.913042539,7470925.632079734
75.0,All_5.75,OECD+EU,4447851.994881822,4375231.383151759,4417107.537397456,4464594.026520127,4517568.272287284,4575975.768438442,4639815.136757362,4860262.509969814,5088925.322904841,5327183.21744157,5576270.230605724,5837332.359250916,6027641.696717508,6226338.8502067365,6434066.354123811,6651445.95893397,6879092.869504681,7077824.460922166,7285889.434533663,7503754.061124032,7731896.646451655,7970811.905866736,8268778.627979999,8584920.177260643,8920233.82656747,9275774.811006738,9652659.881824626
75.0,All_6.0,Asia,9217292.050931081,9520497.715129564,9727039.396088757,9945150.710945535,10176146.301066216,10421299.251870206,10681870.417000402,10787906.015570523,10907524.324527346,11040746.258486766,11187772.565998642,11348942.347143464,11652246.118692845,11977388.511121975,12325596.975146115,12698189.459452428,13096575.687195031,13450329.617378997,13829288.017297292,14234868.945037916,14668575.505747877,15132001.179845657,15733501.72960415,16377542.154453877,17066685.961863987,17803640.03466779,18591265.986142892
75.0,All_6.0,E. Europe+Russia,968383.7893453389,1016175.8638448216,1046251.4520377635,1078505.937853083,1113027.8875533016,1149914.4312660415,1189271.2058985126,1226643.9260531336,1266834.480412116,1309921.44654209,1356006.4566847421,1405210.2158795097,1447813.430076606,1493995.7191573037,1543899.632741671,1597687.1737366267,1655538.4266152917,1733597.9531373898,1816444.390010532,1904327.2044213375,1997515.342858179,2096297.486467541,2168424.48019451,2244834.3932472137,2325703.70381399,2411225.6854898483,2501610.2819518554
75.0,All_6.0,Latin America,553802.0209931645,539373.8101547486,548888.506749539,560249.2124574312,573432.6346852056,588452.6206744853,605351.4750690253,635926.397908499,667462.5331778973,700299.8912585906,734738.2232701373,771052.3569367502,822443.9915678606,876166.2408791177,932553.0220909744,991929.8118976481,1054619.7290433068,1142869.9245751086,1236352.6625965156,1335527.0880586703,1440869.2085857026,1552874.9411835575,1583337.1105510138,1615448.6700647264,1649312.9697114993,1685041.0128224422,1722751.4916881835
75.0,All_6.0,Mideast+Africa,1844464.766337048,1960863.1016941103,2059444.7756333963,2163663.349680235,2273934.1412813244,2390683.298362097,2514352.1200569835,2644097.0965388664,2783598.250944293,2933185.6697238926,3093285.0442471704,3264401.1901977444,3437881.9245036454,3623260.97771752,3821064.217367247,4031906.365897749,4256481.462820521,4568932.247577541,4901322.4706623275,5254917.239561075,5631079.058373861,6031268.747137802,6361389.901016015,6710329.552993532,7079331.96978206,7469718.35998668,7882890.085273092
75.0,All_6.0,OECD+EU,4447851.994881822,4378220.47109584,4423749.436706997,4475505.215108359,4533340.069029471,4597190.1326807905,4667056.437354074,4897301.940320435,5137174.845533447,5388110.284210043,5651417.436514997,5928334.077572605,6132974.078495728,6347141.000154164,6571555.470469435,6806924.776493855,7053957.036397159,7272129.785804394,7500944.476776412,7740957.649749283,7992743.958600364,8256900.83499276,8586106.048476806,8936082.918202056,9308027.582146762,9703208.436700614,10122970.681592168
87.5,All_0.0,Asia,9217292.050931081,9262421.97408,9210541.410880279,9165699.20643733,9125919.81285936,9089778.051272398,9056231.145230481,8909367.841605771,8771783.986554781,8641705.881839186,8517801.517347144,8399049.346272841,8341835.82535881,8285231.1248588525,8229116.396668126,8173399.5029174555,8118008.157101105,8017737.617911721,7918933.243095746,7821499.449046766,7725346.924351219,7630392.566658489,7514931.088093994,7400254.755774483,7286368.829864575,7173267.852507621,7060938.801480176
87.5,All_0.0,E. Europe+Russia,968383.7893453389,965024.9580148972,943015.5196095766,922071.8793249178,902104.571782442,883033.0695040845,864784.9288360835,846554.8354519424,829509.7388683723,813451.9977804017,798230.4932060781,783727.1024095865,762211.5366220518,741461.0205864606,721372.8803440776,701863.301886007,682862.9976529108,678716.6686342648,674902.7006243271,671379.4467990375,668112.0438181141,665071.0718591276,657067.1915802036,649676.2995764461,642835.7562780945,636491.270963242,630595.5425236837
87.5,All_0.0,Latin America,553802.0209931645,582776.1776651209,627002.2730244681,665791.1706174563,700137.1528688426,730798.0520947138,758362.6601077141,790268.8556154597,818695.7832306114,844267.7717377392,867457.4793296304,888630.5377312691,914826.3600838928,938914.1490781913,961169.7313328558,981819.1980346475,1001050.1951628837,1027880.5582602374,1053056.7946586804,1076734.16256505,1099048.1179814949,1120117.5323772423,1125281.3132799452,1130249.0877531313,1135024.902827303,1139614.1387436972,1144023.0285500844
87.5,All_0.0,Mideast+Africa,1844464.766337048,1866691.9456389926,1866770.8005139723,1867449.7240663671,1868523.00182874,1869845.0720538525,1871311.834596431,1881269.0654571732,1893044.3207475783,1906026.2672165018,1919780.4372513094,1933993.9800103516,1954752.7635416754,1975709.6710383738,1996590.6441875955,2017204.4763679116,2037418.9676657375,2095332.3922912318,2150966.265736292,2204374.448703655,2255626.477330226,2304801.3745172108,2344488.697181321,2382285.1930592754,2418284.4232481713,2452579.155282639,2485259.8502153708
87.5,All_0.0,OECD+EU,4447851.994881822,4306482.360437904,4268672.458258894,4227595.528291384,4184528.0158483423,4140363.3567129546,4095732.0793175623,4140513.484450781,4176491.6876726383,4205625.032993006,4229358.4589255275,4248778.85412849,4236413.522439914,4224584.229978275,4213510.730501304,4203334.091321744,4194140.440438938,4167745.6662011044,4143486.0444604885,4121289.686738003,4101075.7756484393,4082758.9389944067,4057083.6260907794,4032097.011882676,4007758.8676476367,3984030.7941883476,3960876.420735993
87.5,All_0.25,Asia,9217292.050931081,9269074.585005626,9223072.907614667,9183552.560065772,9148692.207717093,9117178.388268918,9088050.461263089,8943418.744216379,8807664.607169,8679086.039154638,8556405.272643924,8438642.696588185,8384588.648858646,8331138.505663453,8278176.469186806,8225612.72237703,8173376.763257976,8075737.691307472,7979495.075732147,7884558.61387036,7790843.8209689185,7698272.00561101,7588750.240692096,7479992.098104281,7372004.25731476,7264782.7432334125,7158316.034630269
87.5,All_0.25,E. Europe+Russia,968383.7893453389,966886.2919897697,946657.1629794617,927419.7636698639,909090.9183003509,891595.7701253798,874866.9834856647,857927.9009054331,842115.590548171,827241.0675557994,813159.9685229914,799759.5623033822,779234.1096206559,759446.8293307761,740298.578457859,721708.4637987795,703609.6430505529,700373.1622214968,697461.5181763569,694834.2284718719,692457.408527757,690302.4679220764,682516.3738625348,675329.0328068938,668679.2443510987,662513.9668532333,656786.9889015935
87.5,All_0.25,Latin America,553802.0209931645,580000.8991158018,621969.0893318711,658915.6685350674,691759.0934609313,721199.4475460586,747780.6911200318,779085.1716741996,807074.9367428558,832348.1493145886,855357.3816051757,876452.5009353274,902852.9086506009,927228.6842063022,949845.9862234315,970922.8727095851,990640.236738228,1018322.9360354488,1044421.9181445633,1069086.589556025,1092447.2632976193,1114618.267784876,1119105.220074356,1123402.460568103,1127513.6582091483,1131443.8185592284,1135198.8093858447
87.5,All_0.25,Mideast+Africa,1844464.766337048,1870365.6728551607,1874054.0095673995,1878301.2626492686,1882917.9197553748,1887769.963956742,1892761.6216037401,1905767.972730675,1920606.258447189,1936683.817454157,1953578.44886689,1970985.2598336744,1994333.019971058,2017948.0295626693,2041558.6620471007,2064974.3592476055,2088062.394586802,2149617.674507707,2209056.6578083695,2266424.87829138,2321783.859684501,2375204.997537297,2416905.001974965,2456785.133604918,2494935.06660067,2531443.9102663505,2566398.6999863577
87.5,All_0.25,OECD+EU,4447851.994881822,4306064.415747266,4268260.676669401,4227469.1150295045,4184865.35319574,4141271.7002024814,4097268.0021251934,4145209.6162193725,4184652.4845163226,4217482.158214795,4245090.454124875,4268524.797322113,4258461.228743311,4248836.078221088,4239869.812268219,4231705.699233802,4224432.974970862,4199363.745822441,4176296.6399533097,4155167.560681898,4135903.0992389796,4118424.8722976753,4094734.85806233,4071715.749724664,4049328.7843465665,4027536.92318389,4006305.0552645517
87.5,All_0.5,Asia,9217292.050931081,9275727.195931254,9235635.693978857,9201495.180276848,9171635.60840511,9144853.412785437,9120269.010061368,8977982.96629606,8844177.069931276,8717219.421410857,8595885.239224546,8479235.82231924,8428530.470935715,8378440.428089736,8328853.070160431,8279681.030384388,8230855.724479529,8136098.753772711,8042679.546520909,7950512.830787078,7859518.728832848,7769622.767463084,7666538.209753865,7564226.236776181,7462694.978888571,7361941.993824076,7261957.3278931845
87.5,All_0.5,E. Europe+Russia,968383.7893453389,968747.6259646426,950307.8990918435,932794.3873809666,916129.7277232122,900244.311552153,885075.5363464989,869472.4160261208,854943.4258020294,841307.9925359581,828428.3065913118,816196.8593510806,796730.097318439,777978.9981255676,759847.877963974,742258.7063975206,725147.0395837036,722911.2192559642,720997.2482987045,719365.8213420238,717984.0481807357,716824.185830526,709333.8072026733,702428.4547980266,696048.3443966158,690141.663405871,684663.2725792022
87.5,All_0.5,Latin America,553802.0209931645,577225.6205664832,616923.3383891062,652005.7890137054,683318.120292118,711504.6172875077,737065.9515617643,767732.8930037862,795249.452194738,820188.3417895403,842982.6411139684,863966.9553859407,890546.4636147034,915188.2466296548,938149.1239283577,959639.4107832448,979833.5063879373,1008376.2549650115,1035413.1071637884,1061087.9157623814,1085526.1248827078,1108837.7733620254,1112597.0750972044,1116169.7170769442,1119559.0042228196,1122769.5778983617,1125806.9478938757
87.5,All_0.5,Mideast+Africa,1844464.766337048,1874039.4000713297,1881355.4039118472,1889207.0588123302,1897420.934125416,1905874.5523394116,1914480.5362623564,1930636.2025510229,1948653.5499010722,1967959.1294435135,1988143.5930819116,2008910.6099457794,2035014.0427295088,2061469.474770661,2088008.3752384814,2114441.4629379697,2140636.0780180795,2206112.7290648483,2269662.661973103,2331324.0488441875,2391151.301079741,2449209.029054739,2493214.700455571,2535486.5066330507,2576110.6076321914,2615172.8032526504,2652757.0309030707
87.5,All_0.5,OECD+EU,4447851.994881822,4305646.471056629,4267847.866911149,4227342.069702625,4185205.223726563,4142189.149807027,4098823.1959539093,4149976.5424656803,4192956.9894486414,4229578.209195178,4261179.527323633,4288769.347185986,4281122.103705062,4273824.631786328,4267097.425277238,4261085.32476026,4255880.0988650415,4232268.891752721,4210528.102612716,4190600.7709539253,4172420.298713153,4155914.744822015,4134410.3726768917,4113568.7907199953,4093352.687226977,4073726.3777719196,4054656.012479071
87.5,All_0.75,Asia,9217292.050931081,9282379.806856878,9248229.769972846,9219527.289680488,9194750.868882902,9172805.184965527,9152890.788906027,9013066.94031254,8881330.887925765,8756119.275868196,8636259.050820973,8520851.387262378,8473691.277107345,8427175.626562774,8381195.242982005,8335665.474327922,8290519.92425407,8198910.678747738,8108593.2778346855,8019487.3098981865,7931517.3636267,7844613.069841579,7748497.697565269,7653198.626187898,7558725.720443504,7465078.375491915,7372248.529058939
87.5,All_0.75,E. Europe+Russia,968383.7893453389,970608.959939516,953967.7279467224,938195.8171399381,923221.262037389,908979.3375864376,895411.853970089,881190.529270313,867996.5868388049,855657.6594685633,844042.32701613,833048.170760565,814711.4388252858,797072.7025253756,780039.6981261511,763537.2325285545,747503.2461342084,746364.3973432005,745549.6070063455,745020.7971583747,744746.1256709718,744698.7535846224,737589.3732945065,731052.2451547984,725028.9824095479,719468.9857033773,714328.1746085673
87.5,All_0.75,Latin America,553802.0209931645,574450.3420171648,611865.0201961714,645061.4463240987,674813.919187131,701712.8396307274,726217.1120800015,756209.9069234827,783216.2485333441,807784.1249336775,830327.7306766316,851166.9302017818,877898.6271651057,902782.9767188007,926067.8245523864,947956.0723362862,968615.9251229571,998025.7051298958,1026015.1595505407,1052722.9561845406,1078270.0173378617,1102762.420928289,1105739.9192238292,1108530.1248574846,1111135.9670271284,1113561.7074172762,1115812.478966279
87.5,All_0.75,Mideast+Africa,1844464.766337048,1877713.127287499,1888674.983547315,1900167.2478612387,1912032.584744923,1924160.1849170672,1936471.2731877035,1955878.3829432714,1977193.5026481869,1999863.0680010587,2023491.3084223212,2047791.204680928,2076823.5921932512,2106309.645344081,2135984.736491308,2165661.6397044705,2195208.5108607104,2264901.673185031,2332886.5494987513,2399195.1675214954,2463875.986630048,2526987.9420848046,2573616.642786102,2618614.907050022,2662065.8990457216,2704052.606371387,2744656.3477449906
87.5,All_0.75,OECD+EU,4447851.994881822,4305228.526365991,4267434.028984134,4227214.390734527,4185547.640090879,4143115.7738220417,4100397.8537530135,4154815.150323781,4201407.366154221,4241917.388014508,4277632.864708333,4309523.806578609,4304411.610909201,4299570.353209259,4295219.919648529,4291506.1398178395,4288522.781378474,4266510.09747463,4246238.197261652,4227656.585365815,4210704.856937016,4195316.9432534715,4176213.557612607,4157776.1052389387,4139968.7904664595,4122757.3572047576,4106109.2989136097
87.5,All_1.0,Asia,9217292.050931081,9289032.417782506,9260855.13559663,9237649.110886628,9218038.845236875,9201035.775227753,9185919.825019723,9048677.163057426,8919135.693296785,8795799.048988735,8677544.650906421,8563512.510747772,8520101.731771419,8477383.811121678,8435253.391536385,8393628.951346477,8352446.70721092,8264266.524669526,8177346.945562197,8091612.345176738,8006991.735133937,7923418.833477978,7834841.216607353,7747163.036869358,7660396.4764464125,7574543.3777312,7489598.204744583
87.5,All_1.0,E. Europe+Russia,968383.7893453389,972470.2939143887,957636.6495440975,943624.1196284873,930365.7838817614,917801.4952412362,905877.2123951416,893084.4105786113,881278.4576964653,870295.0285843147,860008.9691907339,850322.8581981361,833190.3435558854,816743.5003153735,800893.4830393438,785567.9480899847,770707.2437747224,770767.4433261856,771159.8202178503,771847.618609882,772800.1434254264,773991.5624975485,767356.33590058,761282.0457719023,755711.6922221727,750595.8814607586,745891.5866994411
87.5,All_1.0,Latin America,553802.0209931645,571675.063467846,606794.1347530683,638082.5547369734,666246.1751881979,691823.3892879586,715232.8333642047,744514.0796260108,770972.206145124,795131.2109974985,817387.0260274052,838045.3143894406,864900.8113619136,890002.7665072534,913590.4541798882,935859.7314267798,956972.9512303678,987255.9517670063,1016212.2951906746,1043975.9092705186,1070663.6209373744,1096377.95823491,1098515.972557769,1100461.8939659186,1102218.2335424141,1103788.826630387,1105178.3787397288
87.5,All_1.0,Mideast+Africa,1844464.766337048,1881386.8545036674,1896012.7484738019,1911181.9651016789,1926753.4127644266,1942628.2161266643,1958736.5471794342,1981499.1882121442,2006233.5156843362,2032406.6613197254,2059637.3045959251,2087648.643969512,2119790.057241235,2152505.0776053867,2185533.945549645,2218692.4341495414,2251850.437122075,2326071.60509446,2398834.4797515026,2470166.4440295687,2540111.459020401,2608724.1991971694,2658319.3028931436,2706407.4369317032,2753069.460186232,2798386.22259958,2842437.085583932
