Ren_scenarios,Dem_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
175.0,All_1.0,Latin America,553802.0209931645,544603.3595156939,554257.9347730334,561317.5995618226,566213.6813354412,569277.1819508085,570767.0304843679,578976.7760964241,584612.9955752247,588110.1258868035,589796.9036363263,589927.4543481541,596448.5091046414,601161.740090396,604282.1448964981,605985.9356695054,606419.3036661657,615245.6312841437,622580.6679972118,628550.4617335139,633264.9105593917,636820.3689692365,609778.3873543796,582197.8967250361,554083.5220706849,525440.4541817883,496274.1201719455
175.0,All_1.0,Mideast+Africa,1844464.766337048,1874384.8678254243,1881376.0581464695,1888387.6483278316,1895359.2780965264,1902252.67262769,1909044.301059834,1918286.8990513778,1928775.5637969205,1940088.248675118,1951925.7264724956,1964073.164619476,1974231.22259603,1984326.0564731648,1994157.93339517,2003589.616733613,2012528.1667717956,2056014.9932710228,2097430.1498623276,2136833.090133194,2174293.8551619886,2209888.406306989,2212192.4514205544,2212219.7561090873,2210073.8005263554,2205854.044686113,2199655.1273091403
175.0,All_1.0,OECD+EU,4447851.994881822,4209413.667903229,4078914.2921582544,3948237.320529262,3817727.1734609734,3687590.027626051,3557940.6696425257,3535448.5180419423,3506328.805758139,3471937.3221775386,3433272.6197115863,3391084.1344502326,3308438.402420509,3225626.45300536,3142794.3707712106,3060029.258264519,2977377.3060550843,2876907.622339311,2777486.382448322,2679033.7010677597,2581464.085277103,2484689.699243701,2382543.133588919,2280304.0666397205,2177922.241328556,2075349.8749062587,1972541.6819615685
175.0,All_1.25,Asia,9217292.050931081,9152165.955407789,8978446.302720644,8802401.396463681,8623662.106760833,8441988.365912605,8257225.759529138,7940884.297561372,7627874.359622263,7317056.513626255,7007566.464457615,6698733.236579915,6469237.045500487,6237991.609329188,6004885.977713638,5769827.839327699,5532738.626849503,5251558.400713978,4969234.848183418,4685658.763952723,4400726.173306324,4114338.159321481,3857027.011027861,3598936.6110666147,3340019.785133887,3080223.984936506,2819493.313455979
175.0,All_1.25,E. Europe+Russia,968383.7893453389,964883.2460078452,942327.7476232736,920456.8910487952,899203.0466816835,878505.9001724275,858311.5325107817,835413.0553743038,813148.0923732,791390.9560262759,770045.0267620998,749034.3122168081,719754.5442893228,690911.9968517513,662429.9438685064,634245.3211440172,606305.598756717,592520.4408835194,578848.4678253995,565256.912589549,551718.0344269006,538208.1227981551,513107.1548506283,488267.42158658395,463634.86557580484,439162.15373009065,414807.5806205548
175.0,All_1.25,Latin America,553802.0209931645,535060.1549783375,535958.7526693608,534873.5457548432,532105.069880736,527884.9948835776,522395.31713258725,524158.21451054886,523506.66545933136,520829.04087889614,516418.9722484576,510503.195430117,511272.91456452524,510248.6784381098,507630.018514688,503580.273851212,498234.74960658705,501435.1566664468,503125.750787035,503424.80391702766,502435.2719657586,500247.257129376,463221.1116580608,425443.65152049024,386917.0867448701,347643.95511179976,307626.8299014689
175.0,All_1.25,Mideast+Africa,1844464.766337048,1876308.0983720322,1885050.0797337487,1893687.3962945382,1902194.1376594433,1910557.6146711376,1918773.653793094,1927890.97126875,1938103.0549597433,1949034.7982205835,1960420.8281664469,1972071.1300886672,1979442.2927932094,1986645.3352093287,1993499.1078156447,1999879.8899717003,2005704.5747699542,2045170.7056194285,2082574.1522973166,2117976.6326019,2151449.069444972,2183067.3107081205,2174580.6816546787,2163577.4401340066,2150160.9956370885,2134429.84987059,2116476.9754545684
175.0,All_1.25,OECD+EU,4447851.994881822,4185146.4947695583,4031179.7286086855,3877526.963806135,3724307.646092102,3571559.9547325573,3419270.6379148094,3378467.7585168295,3331385.5956919026,3279230.580683834,3222889.377716085,3163025.666767841,3060177.3116348987,2956736.261405721,2852823.4755852576,2748505.7721513403,2643812.4992296495,2520876.4654445304,2398428.4825357543,2276379.100706501,2154634.0813483093,2033097.375652796,1906471.9412021697,1779254.1914062032,1651385.01023652,1522807.8272408582,1393468.5939657488
175.0,All_1.5,Asia,9217292.050931081,9130114.751673345,8931681.300803263,8728655.585042577,8520951.467533415,8308534.323850421,8091400.407839341,7738399.874263447,7386948.243753542,7036008.494110728,6684786.770345051,6332659.9523300035,6063116.978849029,5790747.780894222,5515427.2160306955,5237046.89842923,4955510.677375835,4629449.517437063,4301040.322921628,3970152.9731329144,3636662.0886851675,3300446.8228601753,3004199.955181373,2706298.6539374697,2406671.447221443,2105242.3064395846,1801932.4412539233
175.0,All_1.5,E. Europe+Russia,968383.7893453389,964854.9036064349,942189.1679758469,920129.0646276373,898609.690931807,877573.2378283611,856968.0456689144,833083.6023573612,809702.061457393,786710.3120443809,764021.0000916811,741565.0518991146,710546.6794004575,679868.9612287739,649459.1039539742,619256.9719522283,589212.1893985103,573135.0595404325,557089.3237057258,541042.8993827245,524968.3721645407,508842.06550871144,479543.39492226247,450364.86104663985,421252.1843700601,392157.4598736185,363038.1102018413
175.0,All_1.5,Latin America,553802.0209931645,525516.9504409807,517614.3315493645,508298.5810571003,497742.8640950116,486081.97102564067,473422.7215326095,468521.4821892618,461334.9991695215,452205.7380458384,441392.1731282801,429093.4403429465,423752.2166154692,416601.60648945067,407825.167219486,397572.79013001535,385968.2624160215,383038.50367461436,378549.99300097406,372612.6207618922,365321.7537032719,356760.55632595316,308864.1792053144,259938.93425600842,209982.6141968393,158993.05276631654,106967.86875097912
175.0,All_1.5,Mideast+Africa,1844464.766337048,1878231.3289186403,1888733.18419269,1899013.3805838667,1909079.813762951,1918944.9871435603,1928623.8663210294,1937638.3849128524,1947593.1628879437,1958159.8261344053,1969106.8223917189,1980269.0335870706,1984796.8371692249,1989034.3611504517,1992818.7918054773,1996039.6843391093,1998623.5204482193,2033889.4297408906,2067081.3019605377,2098263.2147523127,2127507.0255986075,2154888.4805740654,2134967.2446717904,2112219.7704132246,2086747.305494715,2058645.2372841283,2028002.6511341583
175.0,All_1.5,OECD+EU,4447851.994881822,4160879.321635888,3983327.1562493527,3806466.55652524,3630193.553288376,3454378.2291685813,3278878.021753989,3219144.0505496105,3153392.4016107377,3082679.453752095,3007778.636149751,2929266.0541192815,2805080.953852304,2679759.7889233693,2553393.932156017,2426025.351669215,2297661.8917032876,2150498.4534140173,2003120.9788411465,1855425.2511933458,1707303.0012675317,1558644.5953999034,1405064.6344901617,1250234.2734593654,1094080.626263784,936533.3144065719,777524.3940737215
175.0,All_1.75,Asia,9217292.050931081,9108063.5479389,8884800.972124059,8654545.597513204,8417479.072177067,8173758.966722498,7923520.2483447045,7532900.855954224,7141832.223856012,6749367.679071298,6354771.99138684,5957458.163119315,5645843.296404436,5330087.697778348,5010042.608235986,4685573.889426507,4356557.864663123,3982334.7136036796,3604273.409855004,3222211.8151231282,2835991.7554013035,2445458.766822047,2106100.853953076,1763957.1686714026,1418922.9295174647,1070889.3755866406,719745.3255044133
175.0,All_1.75,E. Europe+Russia,968383.7893453389,964826.5612050245,942050.2465783653,919799.6193138541,898011.9345435691,876631.3412881072,855607.9111479069,830719.4683643249,806196.1012194136,781936.5242475749,757861.9452739911,733909.5360342489,701085.9312002799,668494.6607141448,636066.223171875,603742.7720357664,571475.443242537,552970.4748796426,534399.7458866084,515731.2145433539,496937.13574089203,477993.1952595575,444197.91377358144,410351.82450776256,376399.22986550035,342290.42757282493,307980.7122546633
175.0,All_1.75,Latin America,553802.0209931645,515973.74590362416,499224.6714130399,481592.38223182457,463125.81011578476,443865.0596273682,423843.28704679845,412056.4282965234,398082.1162829711,382216.84615230095,364683.6534190052,345653.62902074616,333827.8643803317,320145.3443686622,304772.898925413,287846.1435162121,269476.45300610346,259882.84887706686,248647.30311957526,235870.4489917114,221639.1378407792,206028.62210898724,146313.2594686371,85218.64610340966,22735.52124016177,0.0,0.0
175.0,All_1.75,Mideast+Africa,1844464.766337048,1880154.559465249,1892425.3715232944,1904365.6659768636,1916016.5576624817,1927415.4021483667,1938596.136745274,1947530.918384279,1957248.3116266807,1967466.4401535473,1977987.512585588,1988671.3622811213,1990298.4378855247,1991495.0522067284,1992116.3398996366,1992064.749064919,1991275.9597369928,2022154.698372524,2050925.9683029787,2077656.1466280213,2102417.920362795,2125286.7854601997,2093250.941340417,2058002.4224078434,2019637.5503304638,1978245.7406872197,1933909.2396540286
175.0,All_1.75,OECD+EU,4447851.994881822,4136612.1485022185,3935356.575080255,3735055.234364201,3535381.460866004,3336036.2991100517,3136745.744917106,3057448.3257753886,2972303.7589589907,2882217.001400537,2787846.201971302,2689677.3469273606,2542978.67097865,2394474.678827291,2244221.6500053853,2092231.0392678785,1938483.3727331492,1765232.9459728731,1590909.8956188504,1415388.6872505157,1238540.325223022,1060234.743743268,877040.2848635013,691757.6691071873,504293.77304004296,314557.7696256563,122461.001452005
175.0,All_2.0,Asia,9217292.050931081,9086012.344204461,8837805.316683043,8580070.536890084,8313241.163581085,8037652.507069308,7753564.961777652,7324349.933895338,6892463.997948478,6457036.926141234,6017378.33029378,5572923.509438277,5217138.21611104,4855643.359383177,4488255.015716973,4114801.379876524,3735118.953171284,3309274.038708326,2877787.079644428,2440450.087973573,1997057.8371317605,1547407.54777405,1160446.6395276128,769277.0168669107,373749.002226552,0.0,0.0
175.0,All_2.0,E. Europe+Russia,968383.7893453389,964798.2188036145,941910.983430828,919468.5511200257,897409.7558122736,875680.1421506277,854230.9643247477,828320.2241821622,802629.3205372994,777067.974802596,751565.1786250154,726063.5949260286,691366.0016014813,656780.008891331,622238.6571708458,587685.6329275591,553072.817876018,531997.3973354761,510742.38240576966,489274.9803260183,467566.302291397,445590.5606989287,406980.85925985134,368116.4205900276,328938.628538452,289394.4384788472,249435.42529267917
175.0,All_2.0,Latin America,553802.0209931645,506430.5413662686,480789.77226039104,454754.62604225334,428252.65098844434,401231.19487375795,373651.01286005735,354752.8014942026,333731.9395970481,310838.64601299283,286259.9889290626,260138.31466819212,241439.99457879947,220802.83751104606,198375.92096554922,174279.47310831363,148611.26679962696,131789.30559203553,113203.8331633677,92945.03937568064,71090.01056344497,47704.77615929367,0.0,0.0,0.0,0.0,0.0
175.0,All_2.0,Mideast+Africa,1844464.766337048,1882077.7900118565,1896126.6417255595,1909744.3172545696,1923004.6212330891,1935969.4748116888,1948691.6720531897,1957570.3676913297,1967070.9552582917,1976957.79428283,1987066.7683298367,1997282.6926302584,1995950.7573968014,1994029.374113444,1991391.088906323,1987950.7058665943,1983652.5542973827,2009949.4665222846,2034081.5561443223,2056117.2635276397,2076129.8208961475,2094194.1424751254,2049325.7241771764,2000773.784183128,1948626.1895363247,1892962.725056798,1833855.0056776737
175.0,All_2.0,OECD+EU,4447851.994881822,4112344.975368549,3887267.9851013906,3663292.1330006714,3439867.926172225,3216525.570501827,2992856.6045150626,2893351.228027207,2788073.6398139913,2677775.2870477634,2562996.24405481,2444129.0494638924,2273695.979661654,2100653.029688481,1925014.7365203686,1746755.1696376414,1565820.4465017323,1364520.3352952146,1161116.644093357,955454.4523806612,747375.7444902572,536721.4949852985,321056.59569068206,102262.66938376031,0.0,0.0,0.0
175.0,All_2.25,Asia,9217292.050931081,9063961.140470022,8790694.334480207,8505229.506187722,8208233.975392115,7900205.109217333,7581514.078544101,7112709.430871485,6638780.49395265,6158917.650281852,5672459.49523551,5178847.575185898,4776717.744965827,4367037.611453859,3949574.2285700673,3524103.7614399847,3090408.0006682044,2609294.64791753,2120391.241386482,1623427.0513385576,1118132.3078305381,604237.8047623928,164845.1395846582,0.0,0.0,0.0,0.0
175.0,All_2.25,E. Europe+Russia,968383.7893453389,964769.8764022045,941771.3785332358,919135.8560587313,896803.1329798296,874719.5716779348,852837.0393585076,825885.4363587522,799000.8172741819,772103.0218495612,745127.9699051998,718022.9761086784,681380.4516974038,644715.6933280367,607963.4152054313,571067.9548309015,533981.0392486968,510185.5123302258,486078.47904044634,461625.43946529063,436795.3741247752,411560.0022371888,367798.085332447,323541.1223934357,278725.73297018826,233293.62028012535,187190.6627967903
175.0,All_2.25,Latin America,553802.0209931645,496887.33682891255,462309.6340914174,427784.98925161664,393122.1266662233,358177.2958473035,322839.8537619155,296600.2491975976,268268.1931833883,238047.06618640106,206087.17563660772,172501.14835880097,146527.4054435233,118495.11469465608,88534.275324308,56748.301544699934,23219.843953936906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.25,Mideast+Africa,1844464.766337048,1884001.020558465,1899836.9947994868,1915149.399198029,1930044.2569694445,1944607.8232898302,1958911.6881617021,1967758.546580449,1977063.5781993277,1986637.0893675433,1996348.5263342876,2006107.6919378813,2001757.5400468118,1996639.3415016367,1990642.3574654863,1983693.0454524427,1975743.6627049837,1997256.0926948513,2016520.4718728964,2033606.8705712548,2048588.579285959,2061539.390193991,2003080.4778430143,1940374.6077192219,1873496.7991785114,1802512.6354135007,1727478.3466203802
175.0,All_2.25,OECD+EU,4447851.994881822,4088077.8022348825,3839061.386312764,3591176.3881122773,3343649.4980852054,3095837.4069536007,2847193.2703879466,2726823.1112041483,2600655.447314998,2469285.3651787415,2333131.2688320884,2192488.0756252585,1997054.4952642363,1798061.271251856,1595473.3026416479,1389219.0760041666,1179201.801144509,947781.4296267976,713037.1600342225,474774.91515655094,232797.5641432039,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.5,Asia,9217292.050931081,9041909.936735574,8743468.025515549,8430021.608420629,8102453.732014236,7761406.889160695,7407346.977983987,6897941.298467778,6380717.862096922,5854909.805972241,5319866.662839854,4775017.817384957,4324291.555882931,3863883.9416668336,3393496.640870548,2912836.7525716405,2421613.619868695,1881389.735787908,1330851.2375301882,769644.3440848668,197413.62105732737,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.5,E. Europe+Russia,968383.7893453389,964741.534000794,941631.4318855875,918801.5301425512,896192.0442347517,873749.5607942638,851425.96918435,823414.66717156,795309.6781696358,767039.9992053544,738547.5416289126,709783.3429127552,671122.6989702175,632292.1705290014,593227.1515306138,553871.6126290038,514176.07980780664,487503.4470480009,460367.8302957184,432731.88470382337,404561.27962203603,375824.0153796584,326550.9581247776,276502.49852525245,225608.25595420843,173802.3573291683,121022.56838298595
175.0,All_2.5,Latin America,553802.0209931645,487344.13229155465,443784.25690611673,400683.1486231473,357732.97401022294,314700.2664909091,271403.7199281274,237588.31682734026,201674.40042765974,163817.67862606468,124130.62108910366,82694.86340454947,49027.53018385102,13141.245239016804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.5,Mideast+Africa,1844464.766337048,1885924.2511050724,1903556.4307450762,1920580.9765882858,1937135.7179858387,1953331.0687767062,1969257.4099612304,1978097.2866672862,1987228.6954997743,1996507.5736717125,2005836.7914325048,2015151.119925312,2007722.6136918818,1999327.0189899988,1989869.4455974754,1979287.1239370927,1967539.3313921439,1984056.319555748,1998214.0885485918,2010083.685326926,2019737.7438487432,2027248.1575165559,1954398.7902772145,1876637.6444553223,1794021.5245425268,1706596.2078162024,1614396.6906273488
175.0,All_2.5,OECD+EU,4447851.994881822,4063810.6291012103,3790736.7787143746,3518707.135376654,3246722.717014134,2973963.129635968,2699738.284478914,2557834.0371290166,2410002.0100511787,2256677.2688892046,2098152.0956343096,1934618.7040513826,1712871.854519337,1486460.0378445103,1255289.264207865,1019232.789118052,778140.8659713981,514416.81846464914,245941.01334073953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.75,Asia,9217292.050931081,9019858.733001133,8696126.389789075,8354445.946603313,7995896.648608957,7621247.914442593,7231042.887629721,6680007.114333577,6118211.467263744,5544911.869223345,4959448.440735664,4361217.494855809,3859562.8624267764,3345786.271169647,2819504.9186995523,2280336.888870891,1727898.2198959503,1124517.4381576204,507886.29006683966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.75,E. Europe+Russia,968383.7893453389,964713.1915993836,941491.1434878847,918465.5693840646,895576.4677121618,872770.0400852426,849997.5855075205,820907.4745961619,791554.9787302227,761877.2160640799,731821.0683653761,701340.2730098291,660586.0144507701,619499.6607888383,578016.1566044084,536077.9415473801,493633.1360355272,463918.7362168421,433568.7288061051,402541.5858603986,370798.2704244079,338301.60859365267,283136.15378806676,226870.9319957703,169425.88716218376,110724.7766839072,50694.336912989675
175.0,All_2.75,Latin America,553802.0209931645,477800.92775419814,425213.6407044913,373448.7809200757,322083.92678940424,270796.99557076214,219336.47670169285,177706.4470575759,133933.88205479085,88125.69428896462,40355.13569679021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_2.75,Mideast+Africa,1844464.766337048,1887847.4816516808,1907284.9495623277,1926039.114206384,1944279.258016181,1962139.8355112928,1979730.0713597287,1988588.4375684117,1997568.8531444822,2006572.5434620604,2015535.6375897487,2024417.8303290857,2013849.8913524912,2002094.5222983956,1989071.6342416145,1974728.1591680096,1959029.285342729,1970331.2540183233,1979132.7098760144,1985504.7784344247,1989518.4671092264,1991242.7272804738,1903158.7140942349,1809387.264395647,1709960.506582222,1604897.6407180096,1494205.3363478568
175.0,All_2.75,OECD+EU,4447851.994881822,4039543.45596754,3742294.162306222,3445883.510471429,3149084.114899177,2850894.017176327,2550474.0602064263,2386353.773395433,2216065.5764079774,2039879.9973071453,1857957.8317293003,1670382.5325796974,1420961.6368460148,1165604.039277054,904146.1388690295,636394.7287754011,362135.3565883064,63806.21878851135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.0,Asia,9217292.050931081,8997807.529266689,8648669.427300781,8278501.623750299,7888558.931095201,7479718.204036983,7052580.882463034,6458868.079433143,5851195.881280984,5228820.819415359,4591050.829635223,3937225.5958363684,3382228.291383447,2812338.742003621,2227067.660785471,1625921.0008186845,1008397.2270663518,337599.70134375105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.0,E. Europe+Russia,968383.7893453389,964684.8491979731,941350.5133401263,918127.9697958519,894956.3814937868,871780.9397970669,848551.7187973252,818363.4122746147,787735.7831192315,756612.9566945776,724945.6760310201,692689.2569356615,649763.5198294362,606328.1429432295,562316.3480947277,517667.72246138874,472326.6053741368,439397.7868720548,405637.9131031226,370999.71435839497,335437.8147807885,298908.15550536517,237445.44774752535,174510.3264670208,110009.89158298343,43854.208393231675,0.0
175.0,All_3.0,Latin America,553802.0209931645,468257.72321684094,406597.78548654064,346081.5629056392,286173.7156805933,226464.35663925746,166631.94437337475,116943.97906051736,65029.75413972395,10945.958700777737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.0,Mideast+Africa,1844464.766337048,1889770.7121982889,1911022.5512512412,1931523.8768333653,1951475.1314139988,1971034.7507850667,1990330.9153268316,1999233.8670336728,2008086.6283568172,2016835.3435977057,2025449.208923348,2033912.772521845,2020143.3728933872,2004944.0193833902,1988248.1847845207,1970011.2269610944,1950202.9185331962,1956061.3467378656,1959245.5330141634,1959825.5121613843,1957869.4103419462,1953441.8944336418,1849232.517854492,1738439.0580787759,1621061.2810974214,1497083.7247967722,1366476.2315852663
175.0,All_3.0,OECD+EU,4447851.994881822,4015276.2828338696,3693733.5370883048,3372704.649074255,3050730.2152115135,2726621.305554964,2399382.881835062,2212351.7912044935,2018797.8088720439,1818821.5028908125,1612445.8470520815,1399638.4320261905,1121133.2843076694,835241.9291952676,541718.8384816805,240291.387703598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.25,Asia,9217292.050931081,8975756.325532248,8601097.138050672,8202187.742876094,7780436.776149304,7336807.728229964,6871939.884169845,6234485.015282474,5579604.875156307,4906532.1209570095,4214517.184951089,3502816.7645346588,2891977.7531371843,2263125.500337427,1615639.05161338,948885.6786193175,262218.2844853278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.25,E. Europe+Russia,968383.7893453389,964656.5067965627,941209.5414423125,917788.7273904931,894331.76360796,870782.1898356704,847088.1982810982,815782.0294836662,783851.1440456046,751245.4801349777,717918.4411731294,683825.6965916016,638648.1845171859,592767.3490166727,546113.2616866581,498621.16684101225,450230.06252370717,413905.842072989,376530.5137001717,338049.2651327413,298408.4869211358,257555.24121496076,189365.49503698904,119277.79931833537,47182.68891563255,0.0,0.0
175.0,All_3.25,Latin America,553802.0209931645,458714.5186794849,387936.6912522636,318581.1713430688,250001.06826847294,181699.20799785253,113283.89796164464,55290.14774721951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.25,Mideast+Africa,1844464.766337048,1891693.9427448967,1914769.2358118163,1937035.3292502754,1958723.593152438,1980016.4449494593,2001061.193938121,2010035.4610792059,2018784.6299045468,2027299.368125655,2035581.7207355907,2043640.9931571307,2026607.1467326132,2007877.7315961241,1987398.3385779415,1965131.257243357,1941049.2841137825,1941226.3709966608,1938520.6101880409,1932999.4768252103,1924726.6445559005,1913760.818562544,1792486.4268055742,1663599.4206839127,1527058.149414489,1382802.929287906,1230756.6877633969
175.0,All_3.25,OECD+EU,4447851.994881822,3991009.109700199,3645054.9030606207,3299169.686862758,2951657.5329532875,2601136.1880009226,2246446.903844647,2035797.263190602,1818149.778294118,1593428.678602109,1361511.748625082,1122242.4992848185,813192.0201915368,495116.1708374466,167673.45689636003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.5,Asia,9217292.050931081,8953705.12179781,8553409.522038743,8125503.4069952,7671526.371204996,7192506.4085014295,6689098.660393441,6006818.361173019,5303371.411254981,4577939.704765424,3829688.1779433265,3057761.2266016966,2388494.3098207135,1697720.4754406898,984658.5068550936,248506.723862577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.5,E. Europe+Russia,968383.7893453389,964628.1643951529,941068.227794444,917447.8381805661,893702.5920296193,869773.7197658978,845606.8519381452,813162.8711028155,779900.1026520547,745773.0198842535,710736.3902447434,674744.9037239568,627232.8226561886,578806.7587650551,529392.0416862181,478917.901324848,427316.2350968927,387406.9435448925,346199.99744491454,303630.9758310502,259635.85231798445,214150.50251111685,138777.60135751643,61023.360971432994,0.0,0.0,0.0
175.0,All_3.5,Latin America,553802.0209931645,449171.3141421291,369230.35800166184,290947.28299559536,213564.70904558353,136498.39265999227,59286.0669921238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.5,Mideast+Africa,1844464.766337048,1893617.173291505,1918525.0032440543,1942573.5362381556,1966024.8988242666,1989085.5514232926,2011922.1684194806,2020995.1241210797,2029665.4984079553,2037968.0608820987,2045937.4605592408,2053607.637838347,2033245.391579896,2010897.9348629804,1986521.3164459304,1960083.0301005675,1931557.084323328,1925805.400963518,1916924.8090666616,1904978.4250120814,1890023.5477989002,1872110.8705666843,1732780.352675447,1584665.117518911,1427671.519292797,1261684.4427593,1086568.027005181
175.0,All_3.5,OECD+EU,4447851.994881822,3966741.9365665345,3596258.2602231735,3225277.759514569,2851862.5746576395,2474429.8148880764,2091648.1502980003,1856659.0612369692,1614071.9581100529,1363627.3449545281,1105049.3546654163,838048.0097375305,496938.7661899305,144962.90015353402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.75,Asia,9217292.050931081,8931653.918063363,8505606.579264995,8048447.719122127,7561823.894453433,7046804.11740651,6504035.823985774,5775828.17138168,5022427.635420336,4242935.949565472,3436401.7563923523,2601824.713510952,1871454.0412062167,1115687.154323624,333550.310968586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.75,E. Europe+Russia,968383.7893453389,964599.8219937427,940926.5723965196,917105.2981786527,893068.8446803095,868755.4588106764,844107.5064936839,810505.4775822198,775881.6884023629,740193.7835907846,703396.4988706902,665442.0983810481,615510.0900791984,564435.5941112088,512137.4314166113,458536.9519151133,403556.97861498373,359863.89321668015,314598.1100878109,267683.24322205945,219042.34869373683,168597.4617584154,85557.4844921474,0.0,0.0,0.0,0.0
175.0,All_3.75,Latin America,553802.0209931645,439628.10960477166,350478.7857347332,263179.57462645136,176863.35941232802,90858.73831397487,4632.135276474946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_3.75,Mideast+Africa,1844464.766337048,1895540.403838113,1922289.8535479526,1948138.562578051,1973379.3046418673,1998242.7067002298,2022915.1091915783,2032114.7791096175,2040731.906650222,2048844.916099597,2056520.7892158397,2063817.952812234,2040062.378204839,2014006.9608893734,1985616.3181811348,1954861.171727822,1921714.6601312445,1909776.7893107582,1894423.7718709647,1875712.2035223488,1853690.6986542267,1828399.4732616912,1669967.6120835773,1501422.8301047792,1322607.2147256676,1133337.1661753256,933404.1584674794
175.0,All_3.75,OECD+EU,4447851.994881822,3942474.7634328613,3547343.6085759588,3151028.00270732,2751341.838388689,2346493.293631029,1934968.5142070288,1674905.7542803194,1406514.2185195514,1129342.2369348465,842950.6683760127,546905.3689659943,172170.058162292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_4.0,Asia,9217292.050931081,8909602.71432892,8457688.309729427,7971019.782271404,7451325.514843226,6899690.678457236,6316729.832257014,5541474.112367418,4736704.869036959,3901411.6630070363,3034493.1047928967,2134768.3858312955,1340525.908304034,516578.3519690796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_4.0,E. Europe+Russia,968383.7893453389,964571.479592332,940784.5752485399,916761.1033973315,892430.4994281826,867727.3358501885,842589.9874127589,807809.3849104382,771794.9189678545,734505.95273787,695895.6911046879,655912.4073476992,603472.4812169496,549642.8134716372,494333.76340290194,437456.7277852977,378923.2508290688,331238.21362480323,281674.81701421284,230142.03672198323,176547.16262691887,120795.35422339774,29575.0256954488,0.0,0.0,0.0,0.0
175.0,All_4.0,Latin America,553802.0209931645,430084.90506741445,331681.9744514808,235277.72299887193,139895.73767698082,44777.0572858784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,All_4.0,Mideast+Africa,1844464.766337048,1897463.6343847208,1926063.7867235146,1953730.4730510043,1980787.0674372448,2007488.5503562167,2034041.295914437,2043396.3676643346,2051986.5598900556,2059933.479020145,2067336.141886887,2074277.2866870975,2047062.471235308,2017207.1983870934,1984682.5220299824,1949460.1502808484,1911509.980599882,1893118.1441713527,1870981.8731741365,1845148.6829695054,1815655.765798167,1782529.9356863028,1603894.6331198623,1413648.6820403726,1211555.7532486059,997348.6560013455,770730.0804179324
175.0,All_4.0,OECD+EU,4447851.994881822,3918207.5902991937,3498310.9481189866,3076419.5521186576,2650091.8137415787,2217317.688581213,1776389.7568974104,1490505.6061050529,1195425.8206225147,890496.9907974342,575105.8514175629,248662.06375686429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
