Dem_scenarios,Ren_scenarios,Region,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
All_6.0,175.0,Latin America,995978.1151765023,1304586.5806461554,1592030.9481956807,1884688.2852196654,2184864.31339007,2494528.990660583,2815429.3154611285,3141971.377375937,3485313.5084323417,3846862.7366868053,4228008.270503326,4630149.9754197,5051100.320378022,5496313.887586498,5967283.136093375,6465578.227952463,6992854.3008557595,7564053.550231921,8168897.0314038815,8809394.329447696,9487673.46930849,10205988.26817957,11122154.181196636,12094699.485471556,13127064.051486142,14222895.218537956,15386060.471000966
All_6.0,175.0,Mideast+Africa,245722.47244602663,337426.03991401586,443543.0044259881,559632.7346930072,685696.4356664068,821877.4449279571,968429.9238111133,1199797.2602353124,1448628.4054495648,1715459.3761438588,2000989.4908895968,2306053.27073125,2738781.787781553,3200254.136043976,3692092.3742009676,4216049.01918007,4774007.570989587,5491037.643190262,6254936.762166876,7068572.652543011,7934998.189030264,8857460.9978078,10152465.81534146,11532831.762947287,13003990.907446481,14571707.091341944,16242097.07934474
All_6.0,175.0,OECD+EU,3484255.9983094623,4597181.387700554,5700236.709592059,6846131.579434303,8041302.416804536,9291652.12157011,10602775.968148729,11849069.624193655,13160256.178993117,14541641.669859966,15998488.582693003,17536117.82588546,19190200.074623868,20940641.11292481,22793328.951099783,24754470.48169912,26830618.193606067,28979087.422914013,31253492.308646142,33661346.04597387,36210602.51066278,38909683.864746034,41820582.07860157,44904013.5079722,48170244.22099909,51630154.63004937,55295276.00911639
All_6.0,175.0,E. Europe+Russia,277853.67023821763,364254.3441846905,459724.2784821434,560779.2928988253,667778.1941919154,781095.6789994781,901124.8683994004,1051064.0212976334,1210838.9408572435,1380919.8256848634,1561835.82026771,1754169.6701247343,1965756.9423899488,2190427.9556661993,2428953.4007219886,2682154.8401455698,2950906.7401525034,3245387.6669558613,3557971.186746736,3889749.721387828,4241882.713435584,4615600.477412381,5060712.070844736,5533564.164868906,6035863.076834128,6569418.292794307,7136148.824962211
All_0.0,187.5,Asia,4110455.5378154577,4155169.160432091,4244842.827173318,4321942.029255211,4388938.354006566,4447695.477646346,4499645.240539367,4556838.214684539,4605672.192872368,4647854.931308453,4684658.650021637,4717050.556616071,4724398.324256513,4730894.044251993,4736677.799828193,4741860.561949517,4746531.378484476,4741502.437714621,4736933.609069553,4732764.509407547,4728944.878650416,4725432.543738982,4685146.693235405,4647941.944708608,4613477.848500499,4581462.330965347,4551643.396779221
All_0.0,187.5,Latin America,995978.1151765023,979726.1332203284,945914.1006800267,916843.3508784488,891581.955923893,869427.2047167618,849839.2126424678,830494.6155889706,813977.3135132807,799709.6855422647,787261.423859464,776305.3861602633,766039.6676316127,756964.3625352115,748883.7576917843,741642.8132659527,735117.1186341622,730479.9693174358,726267.0860087438,722422.7898569693,718900.7364134805,715662.038210409,722774.3350329594,729342.6763096919,735427.1669903876,741079.3714440882,746343.7783813337
All_0.0,187.5,Mideast+Africa,245722.47244602663,253402.19977509638,263533.55920626066,272244.25161501125,279813.5177250021,286451.91626906797,292321.217027693,317133.7497211718,338319.8254314959,356620.33510405093,372587.21718111366,386640.08387306903,415358.1115709617,440745.99478614266,463351.2350390904,483607.55143814447,501862.9788259805,530283.5288620509,556103.8017695763,579665.046765701,601251.3035979581,621100.9090441571,659759.0367011784,695460.55224616,728532.1496964451,759254.1016574482,787868.22175059
All_0.0,187.5,OECD+EU,3484255.9983094623,3452418.422435043,3386827.553150248,3330434.145035147,3281430.3812879976,3238453.0953548877,3200454.9825184206,3131979.0477691004,3073511.1615659464,3023006.663629443,2978942.3519057804,2940160.209247197,2910346.9649260184,2883990.8664831165,2860523.532385885,2839494.702822626,2820543.069979781,2798584.482640061,2778634.9490435733,2760430.8095943644,2743752.6064847414,2728416.193421091,2717714.833845293,2707831.9249098822,2698677.031036033,2690172.567040202,2682251.593971397
All_0.0,187.5,E. Europe+Russia,277853.67023821763,273549.8781230892,273147.7537758023,272802.01720184245,272501.5850422097,272238.09999859787,272005.1412577071,277820.1662218811,282785.30060257216,287074.17840145086,290816.15101767424,294109.5580890694,298122.72560055484,301670.5259291975,304829.46904070914,307660.1645094313,310211.24806126306,313415.37545148854,316326.34809421015,318982.6383610801,321416.2688390578,323654.10957101476,328870.8951708253,333688.6958113238,338151.59776229365,342297.42287855747,346158.80310311285
All_0.25,187.5,Asia,4110455.5378154577,4216677.334703672,4370671.108979063,4514352.899163519,4649788.968173593,4778537.484277352,4901795.685891173,5032572.373572361,5155883.587314129,5273295.072923409,5385973.383781263,5494805.51328058,5575246.573654508,5655072.715842761,5734415.733005785,5813380.125601216,5892049.84150281,5958855.541738989,6026274.065312614,6094248.905180088,6162733.103610226,6231687.3317654515,6251647.03293074,6274690.453103446,6300493.300241489,6328777.414953091,6359302.857756635
All_0.25,187.5,Latin America,995978.1151765023,994228.8317661253,973953.4771352566,957660.7948696099,944571.923434072,934099.5822376022,925792.5822020265,917198.298887377,911218.188234065,907322.8848284996,905118.044185616,904303.8790160702,904000.8354754252,904837.1139571794,906629.2840218149,909232.048182096,912528.8251475494,918026.4421406828,923948.8804582049,930243.684724154,936867.2040367505,943782.8211621155,964437.2573459265,984607.721551102,1004351.6172825113,1023718.2038981722,1042749.9935710621
All_0.25,187.5,Mideast+Africa,245722.47244602663,257153.26406701264,271345.3855336816,284364.44039269537,296443.85564810655,307759.65355865104,318447.0783632362,350242.5305403713,378736.8188957798,404609.06887192256,428365.22034862416,450389.9288383064,490162.7105585006,526845.5869901384,560951.9423533932,592888.4857308691,622981.5941492607,666430.7329082773,707469.0495575696,746418.5191553626,783547.1563646987,819079.8685226719,880352.5042657456,938867.0813018533,994935.2915317215,1048824.5594213319,1100765.6350362352
All_0.25,187.5,OECD+EU,3484255.9983094623,3503523.9119558283,3487222.0104095857,3478703.540293318,3476457.7572191097,3479345.5588412993,3486491.84270296,3458957.831686244,3440684.679614972,3429798.558760965,3424903.5880360645,3424938.599617095,3434490.6654125266,3447377.5800588774,3463066.6982123805,3481136.11872055,3501247.33689898,3517104.730508667,3534948.3679340826,3554529.790306792,3575642.2309845127,3598112.2301393924,3626395.2848887066,3655554.9380696844,3685505.1897744644,3716172.294932526,3747492.661405425
All_0.25,187.5,E. Europe+Russia,277853.67023821763,277599.18464369664,281244.57006230665,284947.0374467329,288697.34813714115,292488.5419943729,296315.2774678354,306824.6067731661,316567.9251699402,325704.41050786787,334352.65319655073,342602.81968562945,351813.62585353234,360601.76879862323,369039.0136340382,377182.2183364678,385077.01502973045,393882.9456292508,402426.8493114104,410745.0499046307,418867.78781372536,426820.44359301054,438830.39115519624,450477.5014024232,461803.8595026011,472845.5769391871,483633.8161660291
All_0.5,187.5,Asia,4110455.5378154577,4278185.50897525,4496813.568766838,4707725.8214221075,4912598.400292587,5112696.171660258,5308991.859892554,5515478.254415809,5715783.965485793,5911338.080536261,6103206.2549997885,6292199.6335653635,6449757.75979356,6607325.426963076,6765029.112075689,6922969.811950291,7081229.340221913,7225763.020508409,7371449.580118403,7518239.175566627,7666090.962231065,7814971.288254519,7902368.7720826175,7993179.625637762,8087097.900464222,8183861.574039973,8283245.018095595
All_0.5,187.5,Latin America,995978.1151765023,1008731.5303119213,1002062.8645179633,998682.3256566101,997959.8110333586,999420.2983170414,1002698.928681661,1005209.0455898462,1010171.4325323767,1017104.5326039974,1025649.7229305978,1035534.4738633885,1045798.8407220535,1057201.838193904,1069572.5224395285,1082775.577310352,1096702.5168247598,1113207.3048263884,1130191.3110968326,1147605.6561083165,1165409.7435226308,1183569.5947280861,1219092.9566141246,1254268.4675791988,1289151.4153569415,1323789.339111963,1358223.3591582244
All_0.5,187.5,Mideast+Africa,245722.47244602663,260904.3283589288,279176.7170454402,296545.2299883322,313199.07656056137,329281.0002470363,344900.7374385538,383850.42828419985,419865.5380641166,453564.7945880941,485409.24842458573,515749.52713949006,567047.6999035855,615560.6511037513,661768.5911145082,706052.0729569938,748716.6031478758,808120.034434269,865389.1893709248,920827.6588953083,974688.287307205,1027183.3797987624,1112805.969609102,1196000.5487971508,1277064.9413968185,1356254.8414923614,1433791.0406929802
All_0.5,187.5,OECD+EU,3484255.9983094623,3554629.401476611,3587867.1404710608,3627714.2809871756,3672949.6615214455,3722652.9617275153,3776117.56968337,3790865.8410538454,3814323.963873796,3844787.4713242985,3880987.0587585224,3921958.1747540785,3973211.323936631,4027878.452783242,4085463.649875026,4145574.4748327094,4207896.408951494,4264873.535354768,4324014.039211504,4385085.92871683,4447896.433331532,4512284.117196003,4583930.075319345,4656724.896592503,4730588.520938938,4805452.562631429,4881258.309639106
All_0.5,187.5,E. Europe+Russia,277853.67023821763,281648.4911643039,289361.6031185645,297152.7826666541,305014.7308479491,312941.9940367525,320930.4297538336,336266.29106494394,350945.44708602404,365113.05705606943,378877.3280072039,392320.5891954016,406997.7234858964,421323.18286837963,435364.26149859105,449174.3279694374,462796.2645302584,477626.0815522602,492255.9440932234,506720.28225466935,521047.8059884532,535262.6558968347,554701.754759807,573852.6247517333,592755.6533496538,611445.543719767,629952.2900459933
All_0.75,187.5,Asia,4110455.5378154577,4339693.683246828,4623270.206536664,4902063.195164018,5177376.432200662,5450196.41474588,5721284.282429385,6005645.72692141,6285519.205781116,6562205.605658942,6836677.615828125,7109678.11546046,7348528.641503581,7588431.9548271075,7829515.335758761,8071882.435354131,8315619.1355748065,8544111.21149008,8774730.106898718,9007438.680175086,9242208.306891942,9479017.187222058,9641613.41224821,9808335.455201257,9978900.74035255,10153068.486345802,10330632.552125718
All_0.75,187.5,Latin America,995978.1151765023,1023234.2288577172,1030242.2628281522,1039908.4521840764,1051747.6058331595,1065394.215464004,1080567.7936735947,1094543.2346643948,1110862.8280309797,1129092.766216745,1148910.2955836745,1170070.438858544,1191530.4450974034,1214183.3031130056,1237871.1648407134,1262469.3449962735,1287878.1348233,1316313.1681573715,1345342.407385417,1374921.3525969922,1405013.2806385318,1435587.6838041162,1487405.0225031918,1539097.8880843585,1590720.6975191277,1642320.5231296786,1693938.3558647216
All_0.75,187.5,Mideast+Africa,245722.47244602663,264655.3926508449,287027.5537415378,308786.7715261557,330079.8040961549,351017.55839474313,371685.47629783675,417963.69744660135,461716.6987561834,503504.51911651244,543744.7801312156,582755.3700938408,646065.5452544622,706963.8337939231,765898.7488473265,823226.0837407004,879231.8131676175,955562.3989940612,1030130.7078920236,1103223.5712138747,1175080.2631957359,1245902.0708335845,1357725.1671318,1467598.0193890962,1575806.852598071,1682597.8990517505,1788184.264206945
All_0.75,187.5,OECD+EU,3484255.9983094623,3605734.890997393,3688762.943334694,3777468.2158584516,3870913.4076760598,3968393.415946303,4069368.096652563,4127764.8445862234,4194526.363622323,4268117.565456983,4347396.473811934,4431496.428698087,4526876.558791756,4625968.843085823,4728316.72568619,4833559.974520202,4941410.907289862,5043004.27312493,5147163.493440387,5253675.985539341,5362365.978549249,5473087.1199506605,5592814.378790277,5714211.621351165,5837208.090579819,5961744.16378814,6087769.452518923
All_0.75,187.5,E. Europe+Russia,277853.67023821763,285697.7976849112,297498.85294457746,309419.40429545863,321454.34051196754,333599.9786916094,345853.6520606149,366150.69825087977,385926.82319006504,405313.80832396203,424410.06240116176,443290.6248504718,463712.67564606847,483884.49146773707,503869.40034891135,523717.7781838537,543470.2490626795,564769.4709483578,585965.2170157391,607090.5385988805,628173.130806787,649236.4114695875,676786.9271532722,704167.7166067235,731418.10583491,758572.0292178805,785658.9560755857
All_1.0,187.5,Asia,4110455.5378154577,4401201.857518406,4750041.022288514,5097367.419522256,5444132.870098088,5791063.212549099,6138723.851810832,6503165.559481435,6865237.012321699,7226122.632822047,7586713.445488618,7947695.105267538,8272169.4884021105,8599191.71710004,8928899.47118824,9261408.77074399,9596819.406923875,9915853.30147226,10238471.897018922,10564660.542389464,10894412.77369206,11227728.735713447,11473890.635021165,11725335.200264588,11981811.702253668,12243109.222498095,12509049.874466356
All_1.0,187.5,Latin America,995978.1151765023,1037736.9274035135,1058491.6720658168,1081339.6833966295,1105937.299894085,1132026.2204392264,1159408.7902421185,1185217.4088666558,1213318.4790202063,1243326.2964937524,1274954.5432689153,1307986.51482016,1341294.60104005,1375909.4191427596,1411687.2775847602,1448515.2327458228,1486303.5062717346,1527644.9417807106,1569763.4299947324,1612620.1774362614,1656183.6872234403,1700428.3009225635,1770069.1604687907,1839908.3846830074,1910001.5487155186,1980397.3124053683,2051138.618169436
All_1.0,187.5,Mideast+Africa,245722.47244602663,268406.45694276097,294897.8956219728,321089.216130398,347086.6634419306,372970.9380525842,398804.6015696934,452588.65506567113,504301.1509045292,554445.5050567811,603397.7417313185,651444.6824802879,727269.9000963989,801129.611498045,873442.6896558208,944542.160186561,1014696.4152908628,1108976.2684837,1201970.222960663,1293950.8051150742,1385146.1690088399,1475749.0366659702,1615745.14699958,1754434.1540089045,1892094.2775390341,2028965.9114720155,2165258.132339425
All_1.0,187.5,OECD+EU,3484255.9983094623,3656840.380518175,3789909.4190004636,3927967.1936488524,4070356.32737934,4216585.123763875,4366279.625963938,4469717.228677055,4581390.446506563,4699935.173121882,4824339.1211512685,4953836.433014566,5095862.311252809,5242136.082372339,5392244.973168381,5545865.552484912,5702741.710450727,5852649.776346209,6005778.882648366,6161940.742276324,6320981.57432297,6482775.198737871,6655664.128027941,6831031.317353634,7008820.914048707,7188987.748089028,7371495.532492076
All_1.0,187.5,E. Europe+Russia,277853.67023821763,289747.10420551844,305656.31954034365,321747.0537669973,338016.78597919625,354464.0261186291,371088.0212089139,396483.36227548507,421521.12241981615,446320.5604529332,470971.0926495887,495541.2428129183,521996.992050894,548336.6703203616,574620.3985035468,600896.3167033171,627203.548918905,655442.2203146106,683712.0155216517,712045.4200715015,740469.9345770339,769009.0828356043,805402.4625695886,841794.466770645,878224.3904175081,914726.4415025256,951330.6195222684
All_1.25,187.5,Asia,4110455.5378154577,4462710.031789981,4877126.016022406,5293640.893629886,5712877.544548417,6135321.688457732,6561361.84665456,7008129.425897495,7455086.933191587,7903317.521237085,8353645.434784898,8806713.854582364,9221304.352114975,9640424.216003528,10064234.949922023,10492878.605342148,10926482.792947985,11343011.52086572,11765120.554198576,12192831.817003747,12626175.369714493,13065187.947723651,13403927.822921997,13749619.529816516,14102056.782778399,14461071.386404023,14826526.832250923
All_1.25,187.5,Latin America,995978.1151765023,1052239.625949309,1086811.0922309614,1122976.5282389016,1160530.890225975,1199321.224315635,1239231.6032796483,1277248.2759652715,1317564.815680623,1359844.4149094576,1403838.2069471583,1449358.9410644418,1495192.4956784325,1542511.3103309704,1591187.411536408,1641121.2237174439,1692234.5829139545,1747514.1722637273,1803829.339106516,1861148.924690384,1919448.6305714678,1978709.6630251803,2067814.6605377714,2157553.6926688263,2247986.445164608,2339166.1699390803,2431140.81917853
All_1.25,187.5,Mideast+Africa,245722.47244602663,272157.5212346769,302787.7426867462,333452.7149252947,364220.2813381948,395142.7572815574,426261.4445896229,487731.681191586,547629.8798940377,606405.2739408185,664394.5137496503,721855.4354067709,810715.6295967747,898134.3317983155,984503.4623083487,1070135.9231408862,1155285.147258535,1268587.806549094,1381194.8421528204,1493367.863826919,1605327.318313719,1717260.8086249647,1887531.6158684057,2057323.0270801645,2226910.387450573,2396533.4583848757,2566402.5741403117
All_1.25,187.5,OECD+EU,3484255.9983094623,3707945.870038956,3891306.567468381,4079213.0631001303,4271285.770543112,4467246.378004788,4666888.630472273,4816786.002020605,4975016.01070716,5140388.821204685,5312025.9206869155,5489266.934642389,5680553.01265486,5876879.745754859,6077884.5693825,6283287.504552964,6492870.869999992,6695003.629272173,6901294.77200512,7111587.432029841,7325757.112752454,7543705.266492602,7775221.537618659,8010353.649229092,8249068.919322859,8491345.060457373,8737168.48226845
All_1.25,187.5,E. Europe+Russia,277853.67023821763,293796.4107261255,313834.00290586415,334135.8825151242,354702.6776123094,375535.6740902152,396636.637009248,427269.87228404055,457737.5269311341,488147.4180211147,518581.00958952244,549101.3269627164,581890.0521004233,614731.9758631752,647685.0496770026,680796.2224367546,714104.1728881506,749777.9999615937,785659.6538892129,821782.2066468389,858174.1342266229,894860.2551106544,940880.1966209857,987123.47602139,1033630.8506132825,1080438.3207895868,1127577.9614149577
All_1.5,187.5,Asia,4110455.5378154577,4524218.206061559,5004525.187738324,5490886.0166199505,5983620.310478447,6482997.090541006,6989249.927776353,7520629.912137009,8055220.378807457,8594022.046873676,9137811.071665756,9687206.879631214,10196571.342247983,10712969.491324175,11236604.27967235,11767661.81680112,12306315.975165723,12827679.404323354,13357214.18904324,13894997.80517494,14441116.27216199,14995662.816754537,15436679.99048682,15886905.223025195,16346194.155594986,16814439.229852248,17291563.664598215
All_1.5,187.5,Latin America,995978.1151765023,1066742.3244951048,1115200.523323582,1164819.4956555208,1215530.3787878915,1267284.1625386444,1320045.9898636125,1370652.7099732743,1423628.5973296638,1478687.0008255283,1535618.0017951005,1594265.4816278564,1653327.5955784065,1714123.3868283662,1776542.7145924594,1840501.5713466334,1905935.6863566919,1976243.3913669973,2047929.2780665695,2120972.4378886377,2195358.4550244897,2271078.1534642493,2381405.929370355,2492930.8738097926,2605720.814901352,2719837.71893594,2835338.763289236
All_1.5,187.5,Mideast+Africa,245722.47244602663,275908.585526593,310697.094935857,345877.41903507995,381481.28607851453,417534.64217271353,454059.3615227751,523399.2193568208,591714.0079113505,659401.6094613556,726761.9377781111,794026.3593704861,896458.8348678695,998056.2556255313,1099186.959860466,1200147.0821477782,1301178.4609000916,1434631.1514107995,1568102.5331145625,1701847.733293265,1836083.9905846037,1970998.3627946118,2173782.33537334,2377120.0267390986,2581290.808928829,2786540.8531352584,2993088.9413160514
All_1.5,187.5,OECD+EU,3484255.9983094623,3759051.3595597385,3992954.388738436,4231207.672954017,4473709.105294606,4720395.56227654,4971231.854877746,5169034.800255536,5375504.097198409,5589629.258881301,5810671.4786941735,6038082.455209011,6281341.754398563,6530711.928209379,6785889.250747976,7046646.133280078,7312812.551513752,7571301.502171986,7835199.990237248,8104392.2562402,8378793.035033547,8658341.618806018,8954360.864739086,9255509.139889257,9561788.343017092,9873210.75207488,10189797.433262356
All_1.5,187.5,E. Europe+Russia,277853.67023821763,297845.7172467328,322031.9030411381,346586.0419736924,371512.62728665257,396816.4680103706,422502.6223761458,458515.8730345222,494585.3332258979,530808.6966422761,567260.7639355434,604000.3388324131,643432.1222924953,683123.9741329259,723133.0187831906,763506.3754299679,804283.6617486619,847915.1934413301,891977.6238878197,936506.147961914,981531.7854569644,1027082.2515103822,1083567.9434043905,1140565.1678555415,1198118.1773407003,1256266.842275621,1315047.4367464886
All_1.75,187.5,Asia,4110455.5378154577,4585726.380333138,5132238.537436295,5689105.187625519,6256371.047178203,6834114.791858243,7422440.140084555,8040760.523123624,8665790.640426213,9298471.444955839,9939553.727855328,10589656.122991828,11198622.90718265,11817688.582482303,12447119.7720689,13087169.478362577,13738081.305166174,14372024.119513325,15017386.67673187,15674326.521521108,16343010.846847698,17023615.29832231,17577340.142148934,18143198.447496317,18721131.007661983,19311114.787898116,19913157.29372567
All_1.75,187.5,Latin America,995978.1151765023,1081245.0230409012,1143659.9653436856,1206869.0945911205,1270937.772488115,1335919.9949865001,1401861.77961425,1465447.7523856563,1531536.9156925443,1599894.5288027688,1670351.631763584,1742785.4518822522,1815805.6922729923,1890883.4188216862,1967929.04674343,2046876.9721964814,2127679.760086228,2214166.4748171573,2302467.072853679,2392574.2918960173,2484487.0969114215,2578209.530945365,2711644.0881633474,2846982.3999370965,2984305.7216142756,3123690.161583131,3265207.6972061438
All_1.75,187.5,Mideast+Africa,245722.47244602663,279659.6498185092,318625.9523693071,358363.47958398977,398870.3075097166,440148.2268670364,482201.7334870234,559597.7770487288,636564.795304383,713452.5607325876,790527.3233657434,867996.9575135866,984556.8776537706,1100975.600306969,1217601.9908461578,1334719.5481608354,1452562.6941848223,1607348.6763110126,1763002.506006149,1919778.4293002526,2077896.1964105282,2237548.169217935,2475228.5807180926,2714723.841628901,2956326.282609936,3200297.6454026746,3446874.5590986013
All_1.75,187.5,OECD+EU,3484255.9983094623,3810156.849080521,4094852.882810652,4383952.871952272,4677633.717976447,4976051.151194337,5279346.317073395,5526527.89063206,5782957.002098949,6047809.485257821,6320494.142900778,6600583.391831913,6898630.460927329,7204157.5262566535,7516930.752545631,7836786.409736717,8163614.001531657,8482822.525845869,8809039.540553078,9142202.990164252,9482279.823410397,9829260.542943267,10196094.417456545,10569996.906272877,10951019.578822717,11339224.790793292,11734684.208761532
All_1.75,187.5,E. Europe+Russia,277853.67023821763,301895.02376734006,330250.0199461672,359097.68357655633,388447.24839024234,418307.96093359194,448689.12344266643,490227.0653115984,532073.9532883628,574318.9255906014,617031.6716576376,660268.3276904788,706664.3739417328,753567.5702304981,801035.8887707116,849118.3285702665,897857.1946159614,949997.0514802099,1002841.8123221975,1056430.7643935024,1110799.491807389,1165980.6800878448,1233830.2225663422,1302550.7417715031,1372192.6429571402,1442802.3952380116,1514423.2739493002
All_2.0,187.5,Asia,4110455.5378154577,4647234.554604712,5260266.065116291,5888300.805779585,6531139.65830086,7188700.290767334,7860984.914479033,8568615.689560883,9286952.908789676,10016904.45287958,10759222.746558666,11514553.11772742,12228126.119766604,12955463.999817949,13696924.286774527,14452854.991642406,15223598.476639926,15978288.865922153,16748371.020964243,17534113.318331353,18335795.893762834,19153709.614121858,19831350.07413003,20524808.640958942,21234141.184090953,21959440.08411777,22700829.015193935
All_2.0,187.5,Latin America,995978.1151765023,1095747.7215866963,1172189.418291265,1249125.8339903182,1326755.083184127,1405233.706030578,1484688.8750532665,1561650.613423002,1641317.1981974042,1723508.0759855197,1808097.804316604,1894999.7455470974,1982734.9485857734,2072932.6119415644,2165527.097720606,2260474.743129037,2357748.6284235176,2461629.011868587,2567861.7478403393,2676457.498765949,2787433.034008053,2900810.187184829,3059368.639050418,3220698.3312223298,3384900.6773849777,3552072.8708846834,3722308.850376369
All_2.0,187.5,Mideast+Africa,245722.47244602663,283410.71411042503,326574.3149870945,370911.0476962554,416387.9770318819,462985.15357531083,510691.9666763319,596333.9261844361,682193.6419519113,768576.4455831521,855718.4549942644,943807.5190766698,1075068.4054476095,1206974.5834729734,1339860.3520687195,1474001.5490723664,1609630.2480099911,1786991.2577926181,1966215.6084207972,2147563.5638456848,2331264.471574308,2517523.2833788223,2792636.661789679,3071078.537983536,3353165.4495386123,3639186.3011245844,3929407.519297491
All_2.0,187.5,OECD+EU,3484255.9983094623,3861262.338601301,4197002.049685002,4537450.508836589,4883067.0131465895,5234231.710605696,5591269.309495788,5889330.176701945,6197478.289113965,6515084.777284503,6841716.058258291,7177076.119424111,7532830.065719715,7897754.525261909,8271699.25829606,8654578.651836174,9046356.541132035,9430890.707474433,9824416.573898515,10226941.679990694,10638501.624878645,11059155.112582633,11503578.820586173,11957492.746639535,12421017.498958591,12894285.499758579,13377439.641594473
All_2.0,187.5,E. Europe+Russia,277853.67023821763,305944.33028794714,338488.3536209495,371670.95875756606,405507.15582376067,440011.71358375065,475199.3096751927,522409.2063426532,570212.9157299316,618692.8504514898,667915.4194258207,717935.9407751127,771628.9012074046,826119.0383729695,881467.2085105124,937726.3810835351,994943.6982190298,1056171.850540919,1118434.7256724925,1181778.1587243257,1246244.8291530267,1311875.002501955,1392049.0175348842,1473533.169874383,1556387.39456488,1640668.2420688577,1726429.5807769997
All_2.25,187.5,Asia,4110455.5378154577,4708742.728876283,5388607.770778325,6088475.27021522,6807936.071862932,7546779.211233591,8304937.069755203,9104290.774790075,9918864.292908281,10749563.35355617,11597173.53125503,12462399.15396523,13285762.967973337,14127200.205256311,14987191.992281234,15866215.247664042,16764746.24333091,17648795.34561626,18553002.82736213,19477785.672008697,20423576.127701044,21390820.889972027,22204411.638213623,23038363.022217385,23892883.67834367,24768220.457055558,25664653.658020757
All_2.25,187.5,Latin America,995978.1151765023,1110250.420132491,1200788.882166323,1291590.2227977484,1382984.3276826527,1475230.3045957566,1568537.2519634431,1659278.673281345,1752997.2112950224,1849569.3295592992,1948916.2453531066,2050990.8621040357,2154225.9457600503,2260415.6841711635,2369522.50728029,2481529.002894791,2596433.262591275,2718988.685951069,2844548.058334932,2973145.2383566997,3104820.270730513,3239618.455117826,3425459.2027566186,3615118.5931974207,3808726.5901810606,4006410.163856081,4208294.216442684
All_2.25,187.5,Mideast+Africa,245722.47244602663,287161.7784023408,334542.1827892201,383520.27449611283,434034.9275983588,486047.07259801286,539533.4924844513,633614.3035881141,728612.0886433704,824791.8538817703,922363.5991401045,1021499.1330526381,1168053.3770456903,1316137.4678373653,1466076.9030233296,1618145.7481235508,1772579.7678443037,1973818.55202598,2178074.7331530284,2385622.9313785555,2596710.7010172782,2811564.4815553725,3126809.5093150134,3447175.7308671144,3773017.7710267906,4104666.0682273735,4442431.727779395
All_2.25,187.5,OECD+EU,3484255.9983094623,3912367.828122079,4299401.889361499,4691702.432348725,5090016.41357847,5494955.897815324,5907038.400479303,6257507.20303201,6619172.802070142,6991612.717946635,7374563.223405138,7767873.094523378,8184360.690343072,8612054.292452345,9050903.85921136,9500919.219578113,9962156.586794637,10416876.38894019,10882994.42641728,11360607.434579311,11849840.011269413,12350840.175276373,12880121.5494723,13421857.594465837,13976262.2701048,14543563.254384592,15124000.757981408
All_2.25,187.5,E. Europe+Russia,277853.67023821763,309993.63680855394,346746.90406548604,384306.01895057614,422692.96600056754,461929.2943729977,502036.37398853025,555068.1102158944,609011.8669424629,663945.4357986472,719934.0701222831,777034.4336804684,838368.7394348664,900836.0525437576,964502.541757002,1029427.6538640945,1095665.9591776596,1166593.0561408526,1238945.7220435461,1312779.3387435493,1388146.78617898,1465099.1256472324,1558624.5661729802,1653988.238657638,1751263.8092771084,1850522.2610772157,1951832.5619715322
All_2.5,187.5,Asia,4110455.5378154577,4770250.903147865,5517263.654422402,6289630.980065461,7086770.24024411,7908377.303138144,8754349.814512268,9647882.081681395,10561683.838983016,11496694.019182757,12453767.63558783,13433705.44794805,14372230.650603065,15333824.102513285,16319129.143715408,17328791.816769626,18363464.184049826,19385946.307932433,20434223.889600527,21508908.13701465,22610630.902171962,23740044.140084058,24702498.485937584,25690821.75823717,26705422.006030574,27746749.061505284,28815290.288781162
All_2.5,187.5,Latin America,995978.1151765023,1124753.1186782878,1229458.3569688615,1334262.7699580374,1439627.5277396226,1545914.8242207055,1653416.95974904,1758349.4833880996,1866605.0638029568,1978120.5942819733,2092867.7143130805,2210842.934618424,2330391.731405388,2453480.944281273,2580105.98817728,2710280.8582387557,2844034.05406972,2986615.6667070044,3132977.0404076874,3283181.614515724,3437299.3603139105,3595405.969556911,3810837.330366838,4031335.356733389,4257068.852202531,4488205.264755392,4724911.5878677545
All_2.5,187.5,Mideast+Africa,245722.47244602663,290912.8426942571,342529.5557756843,396191.31110779615,451811.79371575103,509335.64234517346,568729.7676288876,671445.6114705713,775831.8184688066,882117.6508956753,990491.5114236671,1101113.7020432593,1263573.0885448218,1428550.6068666382,1596369.641983505,1767309.3652597652,1941616.3303473229,2168099.2794038476,2398925.2392012356,2634393.115554046,2874778.9737365097,3120341.4416932347,3478588.3286697813,3844056.8535890803,4217156.588045143,4598277.037054435,4987792.219204527
All_2.5,187.5,OECD+EU,3484255.9983094623,3963473.3176428634,4402052.401840147,4846710.491230412,5298489.360260874,5758242.461809676,6226691.435613382,6631125.159940517,7048146.677542873,7477553.22473333,7919265.547827003,8373292.960662855,8853651.826612629,9347621.875750354,9855273.023918884,10376731.227584602,10912166.699228961,11442197.748784212,11986498.723037396,12545279.314897213,13118777.88049068,13707257.539874991,14329187.742446706,14967146.354597019,15621470.686203327,16292514.869173238,16980648.87124565
